index,author,updated_at,like_count,text,video_id,public,label,processed_text,platform
363,@foxcolour8313,2023-12-15T20:14:25Z,0,"Dạo này chơi game cũng thấy bọn nó spam, khó chịu vch",iMQ_lK_saqE,True,0.0,dạo này chơi game cũng thấy bọn nó spam khó_chịu vãi chưởng,Youtube Short
364,@Clip_trieu_view,2023-12-15T14:17:52Z,0,Lúc đầu tui cũng ghét bắc. Nhưng va chạm . Đi nhiều nơi thì đã suy nghĩ khác. Ở đâu cũng có người tốt người xấu. Người bắc cũng nhiều người tốt và hòa đồng lắm. Nhất là người lớn tuổi. Mình ko còn ghét họ nữa. Ngược lại tui lại ghét người cùng chỗ tui. Phân biệt giàu nghèo dữ lắm. Nghèo là họ ko chơi 😂,iMQ_lK_saqE,True,4.0,lúc đầu tui cũng ghét bắc nhưng va_chạm đi nhiều nơi thì đã suy_nghĩ khác ở đâu cũng có người tốt người xấu người bắc cũng nhiều người tốt và hoà_đồng lắm nhất_là người lớn_tuổi mình không còn ghét họ nữa ngược_lại tui lại ghét người cùng chỗ tui phân_biệt giàu nghèo dữ lắm nghèo là họ không chơi,Youtube Short
365,@hhminh1467,2023-12-15T13:51:45Z,0,"Và cx giống phân biệt chủng tộc ở Mẽo, giờ thì phân biệt vùng miền ở Việt Nam cx bị đem ra làm meme",iMQ_lK_saqE,True,0.0,và cũng giống phân_biệt chủng_tộc ở mẽo giờ thì phân_biệt vùng miền ở việt_nam cũng bị đem ra làm meme,Youtube Short
366,@Robotmemepromax,2023-12-15T13:01:22Z,1,Cái tk @fanmeosimmy phân biệt vùng miền đâu rồi nhỉ?😏,iMQ_lK_saqE,True,0.0,cái tk fanmeosimy phân_biệt vùng miền đâu rồi nhỉ,Youtube Short
367,@assey79tienhiend12,2023-12-15T12:20:45Z,0,"Noi về dt thi nghe dc , nói về chinh trị thi tầm bậy . Giong nói khác duong nhien văn hóa khac , cach hoat dong của moi miền cũng khac lam sao mà chia rẽ dc . Xua sao thi giờ van vay 😂😂😂",iMQ_lK_saqE,True,0.0,noi về dt thi nghe được nói về chinh trị thi tầm_bậy giong nói khác duong nhien văn_hoá khac cach hoat dong của moi miền cũng khac lam sao mà chia_rẽ được xua sao thi giờ van vay,Youtube Short
368,@rottosuddiofial5915,2023-12-15T11:45:47Z,1,TỰ HÀO VỀ CON DÂN VIỆT NAM     I LOVE VIETNAM,iMQ_lK_saqE,True,2.0,tự_hào về con dân việt_nam i love vietnam,Youtube Short
369,@BinhTran-zr5gk,2023-12-15T11:00:51Z,0,Lời nói của Parky,iMQ_lK_saqE,True,1.0,lời_nói của parky,Youtube Short
370,@hoale2030,2023-12-15T09:41:26Z,0,"Có lửa có khói thôi anh ạ, song đây cũng là vấn đề nhạy cảm, video của anh cũng chẳng giải quyết được vấn đề gì đâu ạ",iMQ_lK_saqE,True,0.0,có lửa có khói thôi anh ạ song đây cũng là vấn_đề nhạy_cảm video của anh cũng chẳng giải_quyết được vấn_đề gì đâu ạ,Youtube Short
371,@AnhTran-bh8di,2023-12-14T13:12:14Z,0,"Bác kỳ di đâu cũng to ra là bộ thiên ha. Bốn bác kỳ sống đang hoang , khiêm tôn, ai mà ghét.
Người dân miền nam thích bác kỳ 54 hơn bác kỳ 75
 Người Hoa sống o Cho Lớn luôn được cam tình với dân địa phương, người Khmer o miền tay luôn sống chán hoa , ai mà nói.
Vai nam trước passport Vietnam ko Cho để noi sinh , vì các nước Ba’n mình ko muon cấp visa cho dân phía bac.",iMQ_lK_saqE,True,1.0,bác kỳ di đâu cũng to ra là bộ thiên ha bốn bác kỳ sống đang hoang khiêm tôn ai mà ghét người_dân miền nam thích bác kỳ 54 hơn bác kỳ 75 người hoa sống o cho lớn luôn được cam tình với dân địa_phương người khmer o miền tay luôn sống chán hoa ai mà nói vai nam trước passport vietnam không cho để noi sinh vì các nước ba n mình không muon cấp visa cho dân phía bac,Youtube Short
372,@thuongle9309,2023-12-14T12:50:22Z,0,Theo đc ng Thanh Hóa...,iMQ_lK_saqE,True,0.0,theo được người thanh_hoá,Youtube Short
373,@hiplaytogether7551,2023-12-14T08:19:40Z,0,Tôi là người dân thành hoá này chửi đi cẩn thận đấy,iMQ_lK_saqE,True,0.0,tôi là người_dân thành hóa này chửi đi cẩn_thận đấy,Youtube Short
374,@user-hb1mc9vf3f,2023-12-14T05:16:34Z,0,9 sác 👍,iMQ_lK_saqE,True,0.0,9_sác,Youtube Short
375,@vietle3529,2023-12-13T04:27:01Z,1,Backy,iMQ_lK_saqE,True,1.0,backy,Youtube Short
376,@S-Yun,2023-12-13T03:53:49Z,11,Anh Dương parky nói hay thế.,iMQ_lK_saqE,True,1.0,anh dương parky nói hay thế,Youtube Short
377,@tototetetv320,2023-12-12T10:13:07Z,0,"Nói thẳng là ra là Bắc Kỳ trong sách lịch sử vẫn gọi như vậy đấy."" Bắc Kỳ "" ko phải để pbvm, nhưng một số người dùng nó để pbvm",iMQ_lK_saqE,True,0.0,nói_thẳng là ra là bắc kỳ trong sách lịch_sử vẫn gọi như_vậy đấy bắc kỳ không phải để pbvm nhưng một_số người dùng nó để pbvm,Youtube Short
378,@user-wj9rs3kr8l,2023-12-12T04:12:24Z,0,"Chuẩn e dương dê nói đúng sông có thể cạn, núi có thể mòn song chân lý đó ko bao giờ thay đổi việt nam",iMQ_lK_saqE,True,0.0,chuẩn em dương dê nói đúng sông có_thể cạn núi có_thể mòn song chân_lý đó không bao_giờ thay_đổi việt_nam,Youtube Short
379,@whisky23305,2023-12-12T03:31:24Z,0,bọn parky nói hay quá,iMQ_lK_saqE,True,1.0,bọn parky nói hay quá,Youtube Short
380,@moneicemoneice6969,2023-12-11T12:04:03Z,0,"Kênh Dưa Leo ,thằng đó chuyên phân biệt vùng miền thâm độc",iMQ_lK_saqE,True,0.0,kênh dưa_leo thằng đó chuyên phân_biệt vùng miền thâm_độc,Youtube Short
381,@azakroth1109,2023-12-11T11:59:59Z,0,Các bé cấp 3 trên tiktard với cộng đồng lưu vong dùng từ này để sục chéo cho nhau chứ ai nữa,iMQ_lK_saqE,True,0.0,các bé cấp 3 trên tiktard với cộng_đồng lưu_vong dùng từ này để sục chéo cho nhau chứ ai nữa,Youtube Short
382,@user-ge9cy1vb7h,2023-12-10T15:29:33Z,0,"Không phân biệt , nhưng thật lòng nói đất bắc là địa linh nhân kiệt, sinh nhân tài dựng và giữ nước , có khác với tộc que thích ăn nhờ ở đậu",iMQ_lK_saqE,True,0.0,không phân_biệt nhưng thật lòng nói đất bắc là địa_linh_nhân_kiệt sinh nhân_tài dựng và giữ nước có khác với tộc que thích ăn_nhờ_ở_đậu,Youtube Short
383,@user-ge9cy1vb7h,2023-12-10T15:24:30Z,0,Bắt nhốt hết baque đi,iMQ_lK_saqE,True,1.0,bắt nhốt hết baque đi,Youtube Short
384,@quynhchiph7798,2023-12-10T10:55:41Z,14,Thanh Hoá chào đồng bào😊,iMQ_lK_saqE,True,0.0,thanh_hoá chào đồng bào,Youtube Short
385,@SiuNhanDungManh,2023-12-09T16:11:34Z,0,"Việt Nam Vẫn đứng nhất đi chung 1 thuyền
Bọn tao giỏi nhất là trò chơi nhân gian
Chúng mày giải nhất trò phân biệt vùng miền",iMQ_lK_saqE,True,0.0,việt_nam vẫn đứng nhất đi chung 1 thuyền bọn tao giỏi nhất_là trò_chơi nhân_gian chúng_mày giải nhất trò phân_biệt vùng miền,Youtube Short
386,@tuanhai680,2023-12-09T12:52:18Z,0,Bảo sao hỗm rày tao thấy từ này hoài mà dell hiểu là cái qq gì 😂,iMQ_lK_saqE,True,0.0,bảo sao hỗm rày tao thấy từ này hoài mà đéo hiểu là cái quằn què gì,Youtube Short
387,@giangson6200,2023-12-08T21:15:40Z,0,Tui NAMKY đây,iMQ_lK_saqE,True,1.0,tui namky đây,Youtube Short
388,@kenhc14,2023-12-08T17:29:00Z,0,Hahahahaha😂😂😂😂.,iMQ_lK_saqE,True,0.0,hahahahaha,Youtube Short
389,@mebandepvametoicungthe,2023-12-08T16:53:45Z,0,T cứ nghĩ chỉ có trẻ ranh trên tiktard spam bắc kỳ thôi vậy mà cũng có mấy ông chú bụng bìa spam luôn à,iMQ_lK_saqE,True,0.0,t cứ nghĩ chỉ có trẻ_ranh trên tiktard spam bắc kỳ thôi vậy_mà cũng có mấy ông chú bụng bìa spam luôn à,Youtube Short
390,@bamotv2681,2023-12-08T13:30:54Z,0,Quá hay duong ơi,iMQ_lK_saqE,True,0.0,quá hay duong ơi,Youtube Short
391,@minhsangnguyen7901,2023-12-08T10:47:33Z,0,Tôi thấy từ Bắc Kỳ cũng bình thường mà có gì đâu mà gọi là phân biệt vùng miền.  Chẳng qua là họ quan trọng quá bấn đề thôi.. cũng như là gọi Trung Kỳ hay Nam Kỳ vậy thôi. Tại sao gọi Trung Kỳ hay Nam Kỳ thì người miền Trung hay miền Nam có ai phản ứng gì đâu chỉ là cách gọi để nói về ba miền Bắc Trung Nam thôi chứ có gì mà phân biệt ở đây. Tại sao gọi Trung Kỳ hay Nam Kỳ thì người của hai miền này họ thấy bình thường còn tự hào nữa.. Còn người ngoài Bắc thì gọi Bắc Kỳ cũng đúng thôi cớ sao lại giẫy đành đạch sợ dữ vậy. Rõ chán..,iMQ_lK_saqE,True,4.0,tôi thấy từ bắc kỳ cũng bình_thường mà có gì đâu mà gọi là phân_biệt vùng miền chẳng_qua là họ quan_trọng quá bấn đề thôi cũng như là gọi trung kỳ hay nam kỳ vậy thôi tại_sao gọi trung kỳ hay nam kỳ thì người miền trung hay miền nam có ai phản_ứng gì đâu chỉ là cách gọi để nói về ba miền bắc trung nam thôi chứ có gì mà phân biệt ở đây tại_sao gọi trung kỳ hay nam kỳ thì người của hai miền này họ thấy bình thường còn tự_hào nữa còn người ngoài bắc thì gọi bắc kỳ cũng đúng thôi cớ_sao lại giẫy đành_đạch sợ dữ vậy rõ chán,Youtube Short
392,@Umbala15,2023-12-08T07:14:50Z,0,nên xem lại cách ăn ở của tui m đi. lúc đó sẽ biết tại sao bị gọi là tuavit parky.,iMQ_lK_saqE,True,1.0,nên xem_lại cách ăn_ở của tui m đi lúc đó sẽ biết tại_sao bị gọi là tuavit parky,Youtube Short
393,@ayoae3533,2023-12-08T05:40:58Z,0,"YouTube ít khi thấy đứa spam,nhưng tiktard thì hở tí sủa ""parky đạo lý""",iMQ_lK_saqE,True,4.0,youtube ít khi thấy đứa spam nhưng tiktard thì hở tí sủa parky đạo_lý,Youtube Short
394,@ThanhVanLeThi-ru8my,2023-12-07T09:41:46Z,1,tự hào là ng Thanh Hóa,iMQ_lK_saqE,True,0.0,tự_hào là người thanh_hoá,Youtube Short
395,@huynhlehau4670,2023-12-07T07:19:04Z,1,"Cảm mơn a đã nói về vấn đề này 
Và thật sự rất buồn khi những cmt đó lại của mấy e học sinh 😢",iMQ_lK_saqE,True,0.0,cảm_mơn anh đã nói về vấn_đề này và thật_sự rất buồn khi những comment đó lại của mấy em học_sinh,Youtube Short
396,@vythanh1849,2023-12-07T03:48:11Z,0,Cứ chửi dân Nam kỳ đi hay kêu đồ Nam kỳ thì người Nam bộ cũng chỉ cười thôi họ không có vẻ gì tức giận cả. Cái gì nó cũng có nguyên nhân của nó thôi.,iMQ_lK_saqE,True,0.0,cứ chửi dân nam kỳ đi hay kêu đồ nam kỳ thì người nam_bộ cũng chỉ cười thôi họ không có_vẻ gì tức_giận cả cái gì nó cũng có nguyên_nhân của nó thôi,Youtube Short
397,@iepche,2023-12-07T02:20:53Z,0,Bắc kỳ bắc kỳ bắc kỳ,iMQ_lK_saqE,True,1.0,bắc kỳ bắc kỳ bắc kỳ,Youtube Short
398,@thanhliemchau7495,2023-12-07T00:22:36Z,0,Nếu parky mà tốt thì làm sao thằng pháp nó nói xấu đc . Đúng là bọn bắc kỳ đang cố cải cho cái xấu của mình,iMQ_lK_saqE,True,1.0,nếu parky mà tốt thì làm_sao thằng pháp nó nói_xấu được đúng là bọn bắc kỳ đang cố cải cho cái xấu của mình,Youtube Short
399,@liangweizhou.,2023-12-06T17:55:09Z,0,"""Parky"" từ này là ngôn ngữ của 1 bộ tộc thểu số k có quốc tịch đang lưu vong ở châu mỹ😂",iMQ_lK_saqE,True,0.0,parky từ này là ngôn_ngữ của 1 bộ_tộc thểu số không có quốc_tịch đang lưu_vong ở châu mỹ,Youtube Short
400,@trongtran9817,2023-12-06T14:34:50Z,0,Ko phải tự dưng người nam lại có thiện cảm ko tốt với người  bắc.Đặt biệt là những người con Thanh Hóa.,iMQ_lK_saqE,True,1.0,không phải tự_dưng người nam lại có thiện_cảm không tốt với người bắcđặt biệt là những người con thanh_hoá,Youtube Short
401,@giangbuivan2028,2023-12-06T13:43:51Z,0,"Xăng có thể cạn , lốp có thể mòn.nhưng số máy và số khung không thể nào thay đổi",iMQ_lK_saqE,True,0.0,xăng có_thể cạn lốp có_thể mònhưng số máy và số khung không_thể_nào thay_đổi,Youtube Short
402,@sinoan376,2023-12-06T10:04:42Z,0,"Người miền nam ghét miền bắc chủ yếu là về tính cách á , t chưa ra bắc nên cũng k biết dân ngoài đó thế nào chứ mấy ng miền bắc trong nam mà t tiếp xúc thì toàn sống lợi dụng , thâm hiểm và ích kỷ , ngoài miệng thì nói lời ba hoa chứ trong tâm toàn dao gâm , dân miền Nam đặc biệt là ng miền tây nổi tiếng là thật thà , miệng nói sao lòng dạ cũng như vậy , trong nam vào nhà mời cơm là ng ta mời thật lòng , thậm chí bạn ăn ít ng ta còn giận , phải ăn thoải mái xem như ở nhà , còn ng bắc mời cơm thì chỉ nói vậy thôi chứ vô ăn đi nó rủa thúi cả bụng , miệng nói k sao nhưng mà để bụng nha , chờ có cơ hội là quay sang cắn liền . Rồi trong nam cái gì cũng thoải mái , bà cô t cũng ng bắc vô nam mà bả còn nói dân ngoài đó khó sống đây và mấy ng miền bắc vô nam sống 1 thời gian cũng k ai mún về lại bắc , ng bắc vô nam sống xong họ nhìn lại quê hương của họ mà họ còn thở dài mà",iMQ_lK_saqE,True,1.0,người miền nam ghét miền bắc chủ_yếu là về tính_cách á t chưa ra bắc nên cũng không biết dân ngoài đó thế_nào chứ mấy người miền bắc trong nam mà t tiếp_xúc thì toàn sống lợi_dụng thâm_hiểm và ích_kỷ ngoài_miệng thì nói lời ba_hoa chứ trong tâm toàn dao gâm dân miền nam đặc_biệt là người miền tây nổi_tiếng là thật_thà miệng nói sao lòng_dạ cũng như_vậy trong nam vào nhà mời cơm là người ta mời thật lòng thậm_chí bạn ăn ít người ta còn giận phải ăn thoải_mái xem như ở nhà còn người bắc mời cơm thì chỉ nói vậy thôi chứ vô ăn đi nó rủa thúi cả bụng miệng nói không sao nhưng_mà để_bụng nha chờ có cơ_hội là quay sang cắn liền rồi trong nam cái gì cũng thoải_mái bà_cô t cũng người bắc vô nam mà bả còn nói dân ngoài đó khó sống đây và mấy người miền bắc vô nam sống 1 thời_gian cũng không ai mún về lại bắc người bắc vô nam sống xong họ nhìn lại quê_hương của họ mà họ còn thở_dài mà,Youtube Short
403,@Granger1000,2023-12-06T09:27:41Z,0,Con dân 🇻🇳 đều chung 1 nhà,iMQ_lK_saqE,True,2.0,con dân đều chung 1 nhà,Youtube Short
404,@user-xj4cn2dw2c,2023-12-06T03:01:19Z,0,"Sông có thể cạn, núi có thể mòn nhưng số khung, số máy thì kbh thay đổi dc😅",iMQ_lK_saqE,True,0.0,sông có_thể cạn núi có_thể mòn nhưng số khung số máy thì kbh thay_đổi dc,Youtube Short
405,@tuyetu,2023-12-05T15:17:00Z,0,Bắc  cụ .,iMQ_lK_saqE,True,1.0,bắc cụ,Youtube Short
406,@user-ni1tb9jr7e,2023-12-05T13:42:22Z,1,"Miền bắc thống nhất miền nam thì mang tiếng xâm lược, chiếm đất. Cũng giống capuchia tuyên truyền vn xâm lược",iMQ_lK_saqE,True,0.0,miền bắc thống_nhất miền nam thì mang_tiếng xâm_lược chiếm đất cũng giống capuchia tuyên_truyền việt_nam xâm_lược,Youtube Short
407,@ThuanTran-zd5oj,2023-12-05T13:00:39Z,0,"Thật ra cái từ Bắc kì,Nam kì,Trung kì là mấy cái từ mà Pháp phân ra trong hiệp ước hacmang(ko nhớ rõ) để dễ dàng quản lí và khai thác thuộc địa
Việc nói mấy từ đó có khác gì là Việt Nam chưa độc lập nên tôi rất ghét nhưng ai nói mấy từ đó",iMQ_lK_saqE,True,2.0,thật_ra cái từ bắc kì nam kì trung kì là mấy cái từ mà pháp phân ra trong hiệp_ước hacmang không nhớ rõ để dễ_dàng quản_lí và khai_thác thuộc địa việc nói mấy từ đó có khác gì là việt_nam chưa độc_lập nên tôi rất ghét nhưng ai nói mấy từ đó,Youtube Short
408,@QuyNguyen-jj3hq,2023-12-05T06:56:24Z,0,"Lúc Pháp đánh VN lịch sử dạy Nam kỳ khởi nghĩa ở TP HCM cũng có đặt tên con đường này. Kêu Băc kỳ, Trung Kỳ hay Nam Kỳ đều như nhau. Dân miền Nam hay Miền Trung chả ngán ai gọi mình vậy bao giờ mà còn tự hào đâu là nơi sinh ra. Còn kêu gọi miền Bắc như vậy thì nhảy dựng lên. Khó hiểu thật.",iMQ_lK_saqE,True,4.0,lúc pháp đánh việt_nam lịch_sử dạy nam kỳ khởi_nghĩa ở tp hcm cũng có đặt tên con đường này kêu băc kỳ trung kỳ hay nam kỳ đều như nhau dân miền nam hay miền trung chả ngán ai gọi mình vậy bao_giờ mà_còn tự_hào đâu là nơi sinh ra còn kêu_gọi miền bắc như_vậy thì nhảy_dựng lên khó hiểu thật,Youtube Short
409,@redair_fpv,2023-12-05T05:04:36Z,0,"Ohh parky làm video 
Ohh parky làm video 
Ohh parky làm video 
Ohh parky làm video 
Ohh parky làm video",iMQ_lK_saqE,True,1.0,oh parky làm video oh parky làm video oh parky làm video oh parky làm video oh parky làm video,Youtube Short
410,@redair_fpv,2023-12-05T05:04:28Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
411,@redair_fpv,2023-12-05T05:04:24Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
412,@redair_fpv,2023-12-05T05:04:22Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
413,@redair_fpv,2023-12-05T05:04:18Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
414,@redair_fpv,2023-12-05T05:04:15Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
415,@redair_fpv,2023-12-05T05:04:07Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
416,@redair_fpv,2023-12-05T05:04:03Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
417,@redair_fpv,2023-12-05T05:04:01Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
418,@redair_fpv,2023-12-05T05:03:57Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
419,@redair_fpv,2023-12-05T05:03:54Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
420,@redair_fpv,2023-12-05T05:03:51Z,0,Ohh parky làm video,iMQ_lK_saqE,True,1.0,oh parky làm video,Youtube Short
421,@HungTong-qn4hf,2023-12-04T21:33:37Z,0,xa hoi hien nay lam day to nhan dan suong hon lam chu,iMQ_lK_saqE,True,0.0,xa thôi hien nay lam day to nhan dan suong hon lam chu,Youtube Short
422,@luongmanhcuong4782,2023-12-04T13:22:26Z,0,Namlucky 😂,iMQ_lK_saqE,True,1.0,namlucky,Youtube Short
423,@tungdoan4322,2023-12-04T13:11:38Z,0,Nịnh hót,iMQ_lK_saqE,True,0.0,nịnh_hót,Youtube Short
424,@sugondese411,2023-12-04T11:06:40Z,0,bucky cho,iMQ_lK_saqE,True,1.0,bucky cho,Youtube Short
425,@ntnstorecantho,2023-12-04T05:47:56Z,0,"Tôi người miền Nam nhưng nghe bọn chống phá cứ rêu rao Parky cũng thấy khó chịu ấy chứ, các bạn ngoài miền Bắc chắc nóng dữ lắm, gặp nhau chắc bay vào phanh với nhau luôn",iMQ_lK_saqE,True,2.0,tôi người miền nam nhưng nghe bọn chống_phá cứ rêu_rao parky cũng thấy khó_chịu ấy chứ các bạn ngoài miền bắc chắc nóng dữ lắm gặp nhau chắc bay vào phanh với nhau luôn,Youtube Short
426,@TamNguyenminh-cc3zr,2023-12-04T02:53:08Z,0,Vậy sao người miền Trung và miền Nam khi bị gọi là Người Trung Kỳ và Nam Kỳ thì không thấy ai tự ái nhỉ???? Phải có những lý do gì khác mới thành ra như vậy!!!!,iMQ_lK_saqE,True,0.0,vậy sao người miền trung và miền nam khi bị gọi là người trung kỳ và nam kỳ thì không thấy ai tự_ái nhỉ phải có những lý_do gì khác mới thành_ra như_vậy,Youtube Short
427,@ngucong5716,2023-12-03T23:44:56Z,0,Ba ke,iMQ_lK_saqE,True,1.0,ba ke,Youtube Short
428,@lamnguyenmanh7086,2023-12-03T10:42:38Z,0,người dân cùng vời nhau thì k nói lgi Nhưng Parky chủ yếu toàn lãnh đạo tham nhũng và làm khổ cực những ng nghèo nên ng nam ghét cả ng bắc cũng có khi ủng hộ,iMQ_lK_saqE,True,1.0,người_dân cùng vời nhau thì không nói làm gì nhưng parky chủ_yếu toàn lãnh_đạo tham_nhũng và làm khổ_cực những người nghèo nên người nam ghét cả người bắc cũng có_khi ủng_hộ,Youtube Short
429,@haidinh9366,2023-12-03T05:44:19Z,0,Parky là từ tiếng gì,iMQ_lK_saqE,True,0.0,parky là từ tiếng gì,Youtube Short
430,@leeminwin106,2023-12-03T03:04:23Z,0,Ko nói ko biết bắc kì,iMQ_lK_saqE,True,1.0,không nói không biết bắc kì,Youtube Short
431,@phuongoanthi8630,2023-12-03T02:54:05Z,0,Chỉ có mấy kid mới nói câu đó thôi,iMQ_lK_saqE,True,0.0,chỉ có mấy kid mới nói câu đó thôi,Youtube Short
432,@hanguyenmr1618,2023-12-02T22:53:37Z,0,khi một thứ gì đó chúng ta ko có nên mới phải kêu gọi 😢,iMQ_lK_saqE,True,0.0,khi một thứ gì đó chúng_ta không có nên mới phải kêu_gọi,Youtube Short
433,@thiennga209,2023-12-02T15:45:11Z,0,"Miền nào cũng là Việt Nam :).
cãi hộ ạ",iMQ_lK_saqE,True,2.0,miền nào cũng là việt_nam cãi hộ ạ,Youtube Short
434,@thienlochang3842,2023-12-02T15:43:08Z,18,"Dân Nam với Parky khác nhau cách sống lắm,đừng hỏi vì sao phân biệt😂😂😂😂",iMQ_lK_saqE,True,1.0,dân nam với parky khác nhau cách sống lắm đừng hỏi vì sao phân biệt,Youtube Short
435,@nguyenvananhthienbinh4297,2023-12-02T12:20:44Z,0,32 thanh hóa tui họ Nguyễn,iMQ_lK_saqE,True,0.0,32 thanh_hoá tui họ_nguyễn,Youtube Short
436,@tienatnguyen949,2023-12-02T10:55:40Z,0,Comment chả thấy ai Bắc chửi miền Nam nhưng mấy ông chả biết có phải người Nam không hay người Cali chửi miền Bắc như kiểu chửi TQ,iMQ_lK_saqE,True,0.0,comment chả thấy ai bắc chửi miền nam nhưng mấy ông chả biết có phải người nam không hay người cali chửi miền bắc như kiểu chửi trung_quốc,Youtube Short
437,@Odaucunggap,2023-12-02T09:47:21Z,0,Parky🥶,iMQ_lK_saqE,True,1.0,parky略,Youtube Short
438,@nguyenlan7099,2023-12-02T07:37:55Z,0,Ở 1 số tỉnh có đường Nam Kỳ khởi nghĩa  rỏ ràng mà nói bắc kỳ  lại dãy đành đạch lên kêu là phân biệt vùng miền lý luận cho cố để cố ngụy biện cho cái tính cổ hủ bảo thủ hay sao,iMQ_lK_saqE,True,0.0,ở 1 số tỉnh có đường nam kỳ khởi_nghĩa rỏ ràng mà nói bắc kỳ lại dãy đành_đạch lên kêu là phân_biệt vùng miền lý_luận cho cố để cố nguỵ_biện cho cái tính cổ_hủ bảo_thủ hay sao,Youtube Short
439,@Criminal8943,2023-12-02T03:23:05Z,1,Bắc kỳ 😂,iMQ_lK_saqE,True,1.0,bắc kỳ,Youtube Short
440,@tanhang460,2023-12-02T00:17:26Z,0,Đồ Bắc Kỳ. Đừng làm xấu mặt người Việt trên trường quốc tế nữa. Nhục mặt lắm,iMQ_lK_saqE,True,1.0,đồ bắc kỳ đừng làm xấu mặt người việt trên trường quốc_tế nữa nhục mặt lắm,Youtube Short
441,@hocdoquang6588,2023-12-01T16:46:51Z,0,"vấn đề ở đây là sự phân biệt vùng miền ở nước ngoài là do những thế lực mạnh hơn hẳn áp đặt cho phần yếu hơn, nhưng ở VN thì lại đến từ bọn hạ đẳng yếu kém vô dụng , nó lại ngược lại thế mới hay !",iMQ_lK_saqE,True,0.0,vấn_đề ở đây là sự phân_biệt vùng miền ở nước_ngoài là do những thế_lực mạnh hơn hẳn áp_đặt cho phần yếu hơn nhưng ở việt_nam thì lại đến từ bọn hạ_đẳng yếu_kém vô_dụng nó lại ngược_lại thế mới hay,Youtube Short
442,@leonanhtuan,2023-12-01T15:45:05Z,0,"Người MN phân biệt người MB
Cũng như người HN phân biệt người tỉnh lẻ vậy",iMQ_lK_saqE,True,1.0,người mọi người phân_biệt người mb cũng như người hn phân_biệt người tỉnh_lẻ vậy,Youtube Short
443,@guhuongsasi9999,2023-12-01T12:38:09Z,2,Rất hay và đúng,iMQ_lK_saqE,True,0.0,rất hay và đúng,Youtube Short
444,@DinhKhoa3110,2023-12-01T11:44:09Z,0,Thật ra từ đó xuất phát từ mấy video khịa nhau của mấy ng chơi xe,iMQ_lK_saqE,True,0.0,thật_ra từ đó xuất_phát từ mấy video khịa nhau của mấy người chơi xe,Youtube Short
445,@longvu7242,2023-12-01T10:43:54Z,0,Tui là thg dc sinh ra vs cha bắc mẹ nam:D,iMQ_lK_saqE,True,0.0,tui là thg được sinh ra với cha bắc mẹ nam d,Youtube Short
446,@dinhhoangcat18,2023-12-01T10:10:49Z,0,parky,iMQ_lK_saqE,True,1.0,parky,Youtube Short
447,@ViNhutOk-Official,2023-12-01T09:24:27Z,0,"Parky (X)      Namkiki (X)
          Yêu đồng bào
                  (✓)",iMQ_lK_saqE,True,4.0,parky x namkiki x yêu đồng_bào,Youtube Short
448,@sanglam5224,2023-12-01T08:05:57Z,0,Dốt nát mới nghĩ từ này là phân biệt vùng miền. Có Nam Kỳ khởi nghĩa nhưng gọi đến Bắc Kỳ là cong đuôi nhảy dựng lên,iMQ_lK_saqE,True,1.0,dốt_nát mới nghĩ từ này là phân_biệt vùng miền có nam kỳ khởi_nghĩa nhưng gọi đến bắc kỳ là cong đuôi nhảy_dựng lên,Youtube Short
449,@user-xn2jr6gs3y,2023-12-01T06:12:59Z,0,"Em thường dùng từ "" Bắc kỳ "" để giỡn với bn em nó cũng tên "" Kỳ "" nhưng ko ngờ nó lại có ý nghĩa phân biệt như vậy😅😅",iMQ_lK_saqE,True,4.0,em thường dùng từ bắc kỳ để giỡn với bạn em nó cũng tên kỳ nhưng không ngờ nó lại có ý_nghĩa phân_biệt như vậy,Youtube Short
