,Text
1380,mội người ơi LGBT dịch ra là gì vậy 😂😂😂😂😂
1381,"Ê nhìn có nét giống nhau nha',"
1382,Chị là người rất hiểu biết 🥺
1383,mình hỏi ngu tí.. cái bộ đồ gọi là phong cách thời trang hay cũng kiểu nghệ thuật nó thế..🥺🥺🥺🥺
1384,Tui nhìn ra TĐBo á
1385,nói thật chứ t cũng ko có thiện cảm với LGBT lắm . Mỗi người 1 suy nghĩ th mong là không đụng chạm gì quá mức
1386,tới đâu trời
1387,"Trời ơi Trí Cương ơi ông này tối tính tiền quầy em nè phải không??????',"
1388,bo ta thấy thiện cảm phết 😅
1389,"Má coi mà tức vl ns 1 thể mẹ ik',"
1390,@kienlee98 đưng có ma đi họp lớp hay bạn cũ 😌
1391,t từng suy nghĩ lệch lạc và trở thành lgbt vì nghĩ rằng nó bth cho đến khi nghĩ về cha mẹ nghĩ về sự kì vọng của mẹ cho bản thân như thế nào và tìm lại chính mình
1392,"2 đứa này lấy nhau hợp. mong con phạm thoại với thằng 2 báo về 1 nhà.',"
1393,cô gái có thế giới thứ 3 k
1394,@bdi y Bình chung trung đội m nèk
1395,"Trong khi trai thẳng thì độc thân :))',"
1396,miệng ổng s v
1397,còn khì thị người đầu trọc đó bn
1398,@ttram216 coii mà học hỏi ngaaa gái iu của mẹ
1399,"có gì đâu, áp đặt thoải mái"
1400,"Ngày mình đi đẻ ku lớn, có cô 47 tuổi đẻ bé thư 6 con gái, có tuổi rồi nên phải mổ, gọi ck lên ký giấy cho mổ mà ck k lên. Cuối cùng a trai ck lên ký"
1401,2 vc đẹp quá 🥰🥰
1402,Tôn trọng chứ đéo tôn thờ
1403,Tại sao phải đúng gt ms iu tại sao con người lại đối xử vs nhau như thế
1404,@carem9 hãy vào trường báo nha ;))))
1405,gặp tao là đi về luôn
1406,LGBT là gì v
1407,Putin là nhất 👏👏👏👏👏👏
1408,Lương mình bình quân 25-27tr. Thu nhập bên ngoài 4-5tr nữa. Vợ đang nuôi Con chưa đi làm được. Tháng nào hết tháng đấy. Chưa mua được nhà 🥺🥺
1409,mạnh dạn khẳng định cô 2 báo là dừng lại‼️
1410,"""Thế mày thử đẻ xem""
 Mấy bạn nữ nào nói thế thì khác gì tự nhận bản thân mình là cái máy đẻ:)))"
1411,định kiến xã hội cũ của Nhật còn tồn tại nhiều nên khó mà thuyết phục họ
1412,quen bi sẽ khổ
1413,@i amnhy pónk mỹ nè
1414,Khi cả nhà nước chấp nhận nhưng cái suy nghĩ của người nhật thì khó lắm
1415,"Nữ quyền lên ngôi để đàn ô bớt cho mình cái quyền ngoại tình, lang chạ vẫn ung dung như thường"
1416,@dtpt 1402 h có nhiều ng nguyên thủy ghê🥰🤌
1417,nhìn bạn nam kia giống green trong trái cấm ghê á
1418,"giống t quá bây ơi, t nghĩ tên Bảo Nghi cho con gái tương lai nên t lập acc clone dùng luôn, xong cái t chế ra Mẫn Nghi z đó"
1419,"1.yemen, thấy chữ men ko:))"
1420,"ngày đéo nào cũng đem tụi t ra để cười cợt rồi chế giễu, đến tháng để tụi t tự hào thôi cũng chèn cái mỏ ch/////ó vô làm chi vậy mấy tml xì trâu'"
1421,ng ck là con gái hay trai vậy mng
1422,Wtf :))
1423,trời kêu mẹ tụi muốn xỉu
1424,Tưởng gì.cấp này t biết lâu rồi.
1425,"Thấy bình thường mà , hãy mở lòng chút ik 😳"
1426,"Mặc dù té có chút diễn nhma ý nghĩa hay lắm',"
1427,"Con gái lấy ck xa vài năm mới về 1 lần, bm về già hiu quạnh có 2 ông già, gd người ta có con có cháu tủi á"
1428,do bả thik🥰
1429,"nhìn a tội quá, e thương vợ anh"
1430,dễ thương wá hà ❤️🧡🧡🧡
1431,"Bùi Thành dmm có ny rồi t thì chưa... giúp t như này',"
1432,Ơ mình tưởng long bình thường ngày xưa có người yêu mà
1433,Năm sau 24 toàn bầu con trai 15ng thì hết 14ng bầu ctrai. 18 năm nữa cho thấy
1434,tao thì không kì LGBT🥰🥰
1435,"thế trans woman có nên tham gia các bộ môn thể thao dành cho nữ không anh
 ?"
1436,đau lòng
1437,@Anh Minh Nguyễn xem ai kìa :)))
1438,con này toàn là kiểu tự biên tự diễn rồi đánh đồng tất cả thôi
1439,Mệt
1440,"y bà ngoại ơi, không có bà sao có con gái, không có con gái sao có cháu trai 😂😂"
1441,@quỳnh đen 👁👄👁 nghe cô nói mà t buồn luôn ấy
1442,Lấy chồng thôi ak
1443,thôi kệ đii😂😂
1444,mún sinh ctrai nma về già thì toàn là cgai lo =))
1445,@LK m biết cặp này kh ken
1446,"Hà Nguyên Bảo Nhi Văn Vĩ ngta đi Siêu thị cũng có ng iu kìaaaa',"
1447,không thuyết phục
1448,tự nhiên nhớ cái cảnh hậu trường có cái tay thò ra
1449,Miệng thiên hạ hơi nào quan tâm làm gì e ơi.đời mình mình sống có ai nuôi mình ngày nào âu mà nghĩ.cố lên e
1450,:)) cho t biết mặt ông thầy đó điii
1451,"Đỉnh =))))',"
1452,cả gia đình đồng ý luôn r aaaaaa💕
1453,"2 chị nắm đầu nhau đáh ở trg quay',"
1454,"Anh ta vô tình nói trúng sự thật rồi đấy. Bị h*** thì có thể không cao đến thế nhưng qrtd thì 99% bị không ngoa đâu.',"
1455,mình có 2 đứa con gái thôi mà đã thái độ rồi
1456,LGBT là cái j 🤔 ???
1457,"Ai bắt ai đòi các anh trả. Các anh không trả, thằng khác trả, chứ có cần phải so đo vậy không?"
1458,ngày ấy tui hay đi xin vía lắm nè. mà giờ k cần xin nữa. 😊 vì họ có người khác rồi 😊
1459,Lỡ người ta là một cặp từ trước và bị gia đình ép cưới vậy thì ai mới là người cướp của ai 😂
1460,tui vui lên luôn vì anh ba của tui là LGBT nên bị chê cười 💔=❤️‍🩹
1461,C. ơn mn 😭💖💖
1462,Thấy mỗi lần gặp video người này là cứ thấy toàn nói về 1 phía và bênh 😅
1463,Em có thể làm mọi thứ. Nhưng nếu có 1 người tài giỏi như anh bên cạnh thì sẽ tốt hơn
1464,"Có đĩa lòng mà diễn mãi',"
1465,"bản thân mình là con gái và bé bị bố và nhà nội đối xử không tốt, đến lúc có con phát hiện là con gái vừa sợ vừa thương, từng có ý định bỏ vì không"
1466,thành tâm xin vía gđ chấp nhận ạ
1467,mấy anh cứ ở đấy mà so đo với cgai đi. nữa tụi nó quen nhau hết rồi mấy anh lại nói cgai đã hiếm mà tụi nó còn yêu nhau =))
1468,vn đg thiếu gái đấy😂
1469,Nhìn qua lại tưởng Thanh Duy
1470,Iu ai cũng được hp là được
1471,"buồn nhỉ, nuôi đứa con đứt hết ruột giờ con lại như vậy, biết là không bố mẹ nào muốn con mình như vậy nhưng cũng tội cô quá"
1472,"Kệ họ đi chị đẹp lắm r ,làm saoo em có thể đẹp như chị v 🥺"
1473,tôi đã khóc
1474,Ai thấu nỗi đau này
1475,Bất công từ trong gia Đinh .
1476,đó là quyền của cô ấy nhưng nếu cô ấy xúc phạm thì cô ấy sai👍
1477,Bisexual là có thể có tình cảm vs cả trai lẫn gái giống như ai đó tạo cho mình cảm giác an toàn hanhphuc thì mình iu họ chứ ko quan trọng họ giới tính
1478,T còn tưởng ông @Phạm Thoại :))
1479,Em có ông chú đang đứng trước mặt nhiều người mà ổng hỏi “ủa mày là anh hay chị” bao nhiêu người cười xong cái lúc nào ở gần nhiều người là ổng hỏi à
1480,Trong 1 lần giỡn e mới comeout là đang có cảm xúc vs 1 chị gái và thử theo cách nói của a nhưng câu trl e nhận là 25t lấy ck đẻ con đi rồi muốn quen
1481,Nó có sự nghiệp thành công nên phải thương chứ sao
1482,"LGBT là gì ạ
mình coi hoài mà chẳng bt🥰🥰"
1483,Hay Zi😁
1484,@Danglatuiday ủa bà nè
1485,Né né mấy ông Bi ra đê 😌😌😌
1486,"Hmmmm, xem xong tôi có cảm giác mẹ tôi thật tuyệt vời. Trước đó nghe bạn bè kể chuyện về việc bố mẹ biết xu hướng của mình và phản ứng của họ ra sao.."
1487,Trời ơi 7 nàng tiên đấy 😭
1488,"Thiết nghĩ chtrinh nên mời những cặp đôi chững tuổi, sự nghiệp ổn định 1 chút thì họ sẽ có cái nhìn đúng hơn để phỏng vấn. 2b này còn nhỏ.."
1489,""" E k dám nghĩ đến "" ... mỗi lần xem là nước mắt rơi . 🥺🥺 .."
1490,"Ơ các chế cho tui hỏi ngu ""alpha boy"" là gì vậy?"
1491,ak nói rất đung em quê ở sa pa lào cai xuống bắc ninh được 2 tuần rồi vẫn chưa có việc làm .
1492,"Cố lên gái, bà đang mang đến những giá trị thật là cao cả đến Cộng đồng mình. Luôn ủng hộ bà"
1493,không phải bó hoa mà là vòng hoa khi ra đi
1494,thương
1495,từng bị thầy coi nói vậy
1496,"Gia trưởng thì cho mẹ con nó ăn đất',"
1497,Nói chung mình cũng LGBT nhưng mình thấy nhiều bạn LGBT làm lố với làm quá lên vấn đề nên đâm ra ngta k thiện cảm
1498,@thamlac1005 =))
1499,nhắn thứ 1000
1500,"Lilly Hoàng tởm không chịu được',"
1501,em sinh ra đã LGBT rồi khỏi cần thuốc :)))
1502,ai biết gì đâu 😳😂
1503,"Thật ra tôi ít thấy mấy ô con trai đi kêu gào kể khổ lắm.Những câu nói thế kia đa phần xuất hiện ở phần cmt của mấy content bảo"" đàn ông có gì khổ """
1504,Bọn Ả Rập Thổ Nhĩ Kỳ sẽ cay cú vì điều này
1505,"Cái này kiểu mang tính quy chụp này. Như mình, mình cũng là kiểu không phụ thuộc và cũng không cần thiết đàn ông. Nhưng mình không hề phủ nhận họ"
1506,bớt bớt dạy đời lại đi cưng:)
1507,tôi yêu LGBT
1508,LGBT là gì
1509,@ngngăn:(( đừng cho n.trâm bt🤡
1510,Cưng quá hà 🥰
1511,toàn nhìu người hiểu sai ý rồi nói phân biệt này kia.
1512,"Ko bt thầy mỹ thuật cấp 1 của mình có bị kì thị ko, nhưng thầy chọn cách ra đi để nhẹ lòng hơn"
1513,tao để ý cái kính hiển vi hoi
1514,hết nói nổi
1515,nhớ mẹ quá phải k em🥺
1516,"Móa, hồi uber grab mới ra, tao book xe đi làm mà bị mấy bà bán nc đầu ngõ đồn cặp hết thằng này thằng khác vì ngày nào cũng thấy ng đón kkhác nhau, Sử tô',"
1517,chúc mừng hai em
1518,mọi thứ vẫn ổn sao khi nhìn đc con trai😂
1519,Tôi thích sự thẳng thắn này😂
1520,vậy có phải những người dễ bị tổn thương hơn thường sẽ kém vượt trội hơn những người khác?
1521,Cứ thử tư duy tài chính gia đình cả 2 cùng gánh vác đi rồi các ô sẽ thấy đời nó bạc 😂😂 xong lại phận ctr 12 bến nc
1522,"tôi gửi lời chúc cho tất cả bạn nam trong danh bạ, tặng quà cho ba với thầy. Nhưng đến quốc tế phụ nữ không ai nhớ đến tôi^^"
1523,":))) thoại thì cũng thoại cho đúng :)) bệnh là bệnh sao bị là bị saooooo',"
1524,lòng tham của con người là vô đối. kể cả MC
1525,bả suy nghĩ j dãy 😂😂
1526,em cũng thuộc vào LGBT và bị gđ cản 🥺
1527,"anh ơi, bạn e có 1 nhỏ bạn khác rất toxic, bạn đó đi nói xấu ng khác, stalk những thứ bí mật của ng khác r nói xấu trong 1 gr riêng"
1528,"còn hỏi ""vậy rồi yêu 2 đứa cùng lúc hay sao?"" nữa kìa"
1529,cmt toàn mấy thánh báo đi dạy đời ngkhac😂
1530,không cần biết kiếm ít hay kiếm nhiều... miễn phải đi làm ra tiền để khi cần gì cũng không nhất thiết phải mở miệng xin ck.
1531,Nói miệng thoii. Ai đồng cảm 100 % v mn
1532,Sao đoạn ổng trong con gấu bông đó đoạn đó là gặp ma thật mà sao anh vẫn quay đc sao
1533,e xin vía 🥰🥰
1534,Đi làm bọn nó hội đồng mà méo làm được gì🙃
1535,"iu ong này ,🤣🤣🤣"
1536,@baonhu2323k @longyeuq @thy67 5 @hpt3008 mn cs kì e hem
1537,ủa ngộ gái làm nam kêu bằng thần cũng chưỡi nữa hả
1538,"cố lên em, việc xã hội kệ nó thôi"
1539,có nên đem chuyện này ra đùa giỡn như mấy đứa con nít kia không ?
1540,Nếu như cs này chúng ta vs chúng ta nhẹ nhàng vs nhau một chút thế không phải sẽ vẹn toàn sao
1541,"Giờ vào đồng tình với anh lại bị coi là pick me girl =""))"
1542,"mọi sự cố gắng đều đc trả giá bằng thành công, chúc em có nhiều sức khỏe"
1543,Chuyển content dc r
1544,A ta nói đúng cãi gì ( t nữ) muốn sướng k chịu cứ muốn đi cạnh tranh
1545,xin vía được gia đình chấp nhận như vậy
1546,nhiều đứa ủng hộ lgbt rồi bảo người kì thị lgbt là tư duy lệch lạc :)?
1547,"ba mẹ tui nghĩ LGBT là 1 loại bệnh, có thể lây, tui sẽ cho ba mẹ xem bài viết này, mặc dù tui không bê đê, nhưng tui luôn yêu quý và sẽ luôn ủng hộ cộng đồng LGBT',"
1548,tốt nhất ko nên nhận. chứ chui vao cty coi như hết tương lại 😅
1549,"Trần Bảo Trân bất ngờ',"
1550,"có câu hỏi về một ng và ba ng bị mắc kẹt ở đoạn đường ray, nơi có đoàn tàu cbi đi qua là nơi ba ng bị mắc kẹt, b là ng duy nhất ở đấy, ngay cạnh là"
1551,Chuẩn c ạ.
1552,2 đứa ngơ ngơ về vs nhau
1553,Yeu nhằm thì khổ 🤦🏻‍♂️
1554,ko cndd
1555,"t sẽ chấp nhận nếu mấy con hủ ảo otp,hủ cốt không tồn tại..."
1556,"bữa mẹ chọc con bảo con cưới ck thế là còn nói ko cưới ck đâu mẹ ms nói""ko cưới ck hok lẽ cưới vk"" con ms nói ""con cưới vk được hok mẹ""xong mẹ tát con"
1557,"Xã hội này đang bị tiêu chuẩn kép thì phải. Không cưới cũng xì xào , cưới cũng xì xào , cưới giả cũng xì xào , mang thai hộ cũng xì xào . Nếu mà ko muốn như này thì chính phủ và nhà hoạch định xã hội có những điều luật hỗ trợ người đồng tính và mang th… Xem thêm',"
1558,thôi m ở nhà đi
1559,Toàn mấy đứa giới tính bthg xong đú nói mình kiểu nọ kiểu kia
1560,đích tôn là vậy
1561,"Sao mình xem khóc vì thương cô gái ấy ... và thương bắc , tổn thương"
1562,rồi bạn đó trai hay gái vậy ạ😂
1563,@12345bababa thương bố mỡ ❤️
1564,Mình thích nghe cô kể chuyện lắm luônn ❤️
1565,"Hẻ đang coi twd mà',"
1566,thích cj hơn :3
1567,"Ko cần phải trai đâu, gái cũng áp lực lắm hzz"
1568,bầu 29w thai yếu mới nghĩ làm 1 tháng thôi đã bị coi kg ra gì rồi 😅
1569,họ nhà t lại thk con gái.
1570,gja đình rất ổn mà giờ e nó đẹp gái ak
1571,formal là gì vậy:))
1572,"theo cá nhân mình nghĩ. Không có cha mẹ nào muốn con mình như vậy, họ muốn con mình như bao người và không bị người đời dòm ngó. Quan điểm này ăn sâu"
1573,"Tập nào 2 đứa nó ăn kèm t xem',"
1574,nhật mãi đỉnh💪
1575,Tôn trọng chứ ko tôn thờ 🙃
1576,@• Anl Pha • chúng ta cùng hẹn 1 ngày ☺
1577,Nói chứ thằng khanh nó lgbt mà nó còn k hiểu hết về lgbt😁
1578,Cằm ơn ba mẹ đã sinh con ra ở Vịt Lam 😂😂😂
1579,"ba mình thì có chút chút khi bt mình cx là lgbt lun ạ, ròi ba tutu đã chấp nhận cnguoi của mình"
1580,mình thấy content của bạn rất hay là nửa vời. Xong có cmt ý kiến thì lại bảo là mình nói đến trường hợp của bản thân.
1581,phần trăm còn lại là ế đoá 😳😳
1582,"Tui phe Wanbo. Ủng hộ 1 phiếu xé Kanhy',"
1583,xin vía GĐ chấp nhận aa
1584,"mong bạn đừng đánh tráo khái niệm, nq tích cực họ có thể ko cần đàn ông bên cạnh nhưng họ vẫn công nhận vai trò và đóng góp của đàn ông trong xã hội"
1585,"Cô mà dạy trường em là vui như trẩy hội luôn, có thầy lấy chồng, có cô lấy vợ, không có một chút kì thị nào cả"
1586,"ủa chị ấy bảo có quyền được khóc bà yếu đuối chứ có bảo lúc nào cũng phải khóc với yếu đuối đâu??, rồi trang điểm hay skincare là mặt của người ta"
1587,Tui nhớ cái video này gặp sự cố cái cửa đằng sau mở ra đúng ko
1588,nhưng ai hỏi e có phải là gái thẳng thì e co thể nói là hok
1589,"Thai lon',"
1590,"Hợp lí này. Xã hội phát triển, bình đẳng giới nhưng ko có nghĩa con gái có thể tự cho mình là nhất, đưa ra nhiều cái vô lí."
1591,tuyển nữ vào làm dịch vụ ông ơi
1592,LGBT = lão gia bạc tỉ
1593,Giữa chúng ta đều là con người chung ta không cần thời gian chờ ai chấp nhận cả
1594,"giới tính của con cái là do người nam mà. người nữ có sắc thể XX, nam có XY"
1595,hok thật ra ko phải vậy đâu có khi ngt ko bt và có người cx tặng mà
1596,"T suýt khóc : )',"
1597,@huyn pham06 🥰
1598,"Ước j ba mẹ cũng đồng ý mỗi ngày mik đều nghe một câu ""con ko đc thik con gái phải lun thik con trai""^^"
1599,số phận
1600,"nói đến cuối vẫn ko thấy đoạn nào đàn ông được ưu tiên, chỉ khi anh ta là người tàn tật, nói phân biệt lại giẫy lên cho xem 😏😏😏"
1601,1 kịch bản cả ngàn bộ phim
1602,trong cơn say e là nàng công chúa...tỉnh cơn mọng e là mẹ đơn thân 😅
1603,đấy.. lí do tại sao ai cũng ghét... 😏😏😏 mà lên come out rồi mà sao lấy vk đc
1604,c này nói hay quá!
1605,Chúc 2 em mãi hp.ngưỡng mộ 2 em
1606,Miệng đời
1607,"ảnh nói về trọng nữ khinh nam',"
1608,t nghĩ nên chọn những bạn làm được việc .chứ nam nữ k quan trọng
1609,"hồi xưa , k có vụ li hôn 。nhưng đc cái xh đơn thuần hơn. giờ hở tý đòi li hôn , tung clip nói xấu nhau trên mạng"
1610,t đang coi cái gì dậy
1611,trường báo là cái gì
1612,tui ủng hộ LGBT 🏳️‍🌈
1613,🥰🥰man hinh đep sony nhưng âm thanh cua china
1614,Yemen mãi đỉnh🔥🔥🔥
1615,tại sao lại kì thị họ trong khi ko ai muốn bị kì thị
1616,"Bình Nhi âu mại góttt',"
1617,"Quá hay 👏 vid rất có ý nghĩa 🥰, nhưng mình nghĩ là do chắc ba mẹ sợ con mình yêu đồng tính là ko sinh đc con cái nên mới lo vậy thôi chứ thật sự yêu"
1618,cưng ghê😳
1619,Có 1 người vợ như chị thật tốt
1620,"nghe mấy đứa cmt như này khó chịu vl mà đhs cứ hùa với nhau',"
1621,"R mấy công việc như tiếp viên, lễ tân,... mình thấy cũng toàn nữ k mà. Phần vì họ giỏi trong giao tiếp, xử lý tình huống linh hoạt, trí nhớ tốt, dễ có thi… Xem thêm',"
1622,Tất cả thế giới trở thành LGBT để con người tuyệt chủng hả?
1623,"Ck m ngày xưa thích con trai, đến khi đẻ con gái nuôi tới h 5t chỉ thích con gái, có đẻ nữa chỉ thủ thỉ vk có sinh vk sinh con gái"
1624,tập này là tập mấy trong come out ạ mn?
1625,gửi đến những bạn nam nói con trai ko đc yếu đuối xin thưa chúng ta là con người và xã hội này có Rất Nhiều áp lực đâu phải mấy bạn là nam mà mấy....
1626,anh đang miêu tả mẹ em vì em là bisexual :<
1627,tôi rất đồng ý ấy chứ
1628,tôi đồng ý nha
1629,Gắn bio cặp mi đi nàng ơi xinh xỉu
1630,xem bài này mình cũng thấy nhà ck mình có tư tưởng nv
1631,thời buổi đảo lộn hết ròi😏😏😏😏
1632,@p.an167 nghe cho có động lực nè
1633,🥰 đúng rồi hihi thà k lấy còn hơn là k đc
1634,E đg bầu bé gái này nghĩ đẻ đc 1 đứa đã khổ r đã k muốn sinh tiếp r .
1635,Bớt làm khổ con gái ta nha
1636,triệu hồi hat snow
1637,oke anh ♥️
1638,Má bài này viral dữ luôn á Đỗ Nhii ơi :)))))))))'
1639,Đỉnh quá anh ơi😳
1640,đến giờ vẫn chưa dám comeout😂
1641,"đúng là trong hình, video nó khác với ben ngoài thực quá"
1642,chắc vì tôi với geogre
1643,"à - tôi mong xã hội bình đẳng để mấy tên thanh niên dù làm bất kỳ việc làm gì cũng có vợ hết',"
1644,Mong lên xu hướng quá trời
1645,mình thì yêu 2 năm hơn và ở với nhau gần 2 năm và hơn 1 năm bố mẹ biết và ủng hộ chúng mình 🥰
1646,"Tại sao ko cứ phải tiêu cực thế nhỉ😅, tiktok để giải trí mà mấu bà cứ làm mấy kiểu content này hoài"
1647,"giọng và nhiều bài của delilah cũng v, hóa thân 2 người nhìn lạ thôi chứ có khác đâu về mặt giọng hát"
1648,"Cả đá bóng nữa ạ :)) đâu phải ai cũng thích đá bóng , còn nhiều môn thể thao khác mà"
1649,"mình có ny và bảo bố mẹ là con có ny nhưng ngta k phải con trai, bố mẹ đều bảo yêu ai cũng được miễn là vui vẻ, hp và bảo dẫn về để cưới😁"
1650,Vì chỉ đơn giản sự kỳ thị đã ẩn sâu trong mỗi con người rồi🙁
1651,"Mục đích của chúng nó là làm cho mọi người chửi để nó đc tiền đấy',"
1652,"mik là HS cấp2 và cũng biết giới tính thật của mik từ cấp1, mik cũng đã come out và mẹ mik ko chấp nhận được mik cũng biết là bố mẹ cũng ko thể chấp nhận được bản thân mik khác các bạn nh mik buồn lắm"
1653,"Chương trình vk ck son nhiều cặp hài hước vui ghê',"
1654,tui chau hu tai bo
1655,ông này là ai v ạ
1656,ờm để chuẩn bị cho việc đó em đã viết 1 đoạn nói về giới tính của em và lợi ích của nó khoảng 300 chữ và học thuộc:)....
1657,"10 tỉ % là má nọi này thù géc đàn ong luôn',"
1658,Tự nhiên cái nhà họ Đinh🥺 nhà nội nhà ngoại thương toyy còn hơn gì dù tui là con gái😂
1659,"Sóng gió phủ đời trai tương lại nhờ nhà vợ , đây là cách tốt nhất để làm giầu , chứ làm 15 triệu 1 tháng 10 năm chưa đủ mua nhà"
1660,"chúng nó cắn theo bầy, bảo trọng nhé chị"
1661,những đứa trẻ hư ko tự hư được mà do sự nuông chìu của người lớn
1662,tui là hũ nữ nhưng ứớc j tui là nam
1663,"tui thấy bình thường mà, đâu phải top bot mới quen nhau được"
1664,Câu nói thẳng thắn nhất 😁
1665,"Cũng tại mấy bộ phim tiêm nhiễm suy nghĩ, cuối cùng con ng ta từ chỗ khiếm khuyết nơi bộ phận td trở thành xu hướng giới tính mới. Con ng ta có xu hướng bắt chước những hình ảnh hài hước được mn chú ý , vì mấy ông bê đê trong phim thường vui tính. Và r… Xem thêm',"
1666,Giọng gái luôn má
1667,Thích cậu nhất
1668,"Gia đình em cực kì kì thị LGBT luôn,mẹ em thậm chí còn mắng em do tiếp xúc với 1 ngồi cùng bàn thích con gái í:("
1669,có đó nhà tui cũng vậy 😢
1670,giọng anh hay quá:3
1671,Ny tôi cũng đã có vợ con. thật sự buồn bỏ thì không đc mà yêu thì dây dứt
1672,Trời ơi. Hôm bữa đi chapter Plus được bắt tay anh Huy nè. Ở ngoài anh quá trời dễ thương. Chúc gia đình anh mãi hạnh phúc 🥰🥰
1673,Thế có vid logic bình đẳng zớy của 1 số bạn nam trên tik hiện nay k anh 🤣 😂 [hehe]
1674,giờ người ta đứng top 6 MIQ 2019
1675,"Lúc không tiền thì quen con trai, lúc có sự nghiệp ổn định thì đi cưới vợ. Không đồng cảm đc với mấy người bi chút nào"
1676,Chi quá thích gđ nhỏ huy quốc ❤️
1677,iVF để mang thai khổ lắm luôn. Chúc 2 b sớm hoàn thành ước muốn của mk
1678,"có phải con trai đâu, 😂😂😂"
1679,"phụ nữ trẻ em người già, thú nuôi sau đó mới đến đàn ông 😂😂"
1680,nhiều lúc thấy các bạn nam làm còn chăm chỉ hơn
1681,giới này tài năng
1682,Ở nước ngoài giờ có dịch vụ làm li hôn vắng mặt
1683,xinh quá bo ơi diệu nha chịu
1684,Họ thích thì họ kì thị thôi nào họ trong cảnh như những người chúng ta lúc đó mới hiểu được cái cảm giác kì thị là nó như thế nào 😌
1685,thầy kểu này thì haz.......😏
1686,"Đẹp trai',"
1687,thương cho cô gái...!
1688,Nhi xinhh quá troiii luongg
1689,@camdao03 🥺
1690,nga đâu có kì thị họ chỉ ko cho tuyên chuyền thôi mà ....
1691,chú ý lông chân
1692,Chị phía sau đẹp quá
1693,"Cứ kệ e à, việc mình mình làm"
1694,Lúc là Bo dễ nhìn hơn lúc là Mẫn Nhi
1695,"Ba mẹ VN: như video. Ba mẹ nước khác (phương Tây): Don't apologize, don't cry. You can only cry when you're happy ❤️"
1696,"Coi cái tin này xong là nhớ câu nói của chi Mỹ Tâm. Đã tham gia chương trình, người ta làm giám khảo thì mình phải tôn trọng. Còn k tôn trọng giám khảo thì đừng thi',"
1697,trường mình vẫn cho đi học bình thường mà năm mình học chỉ có một mình bạn mình cắt tóc nam ko mặt áo dài chỉ mặt đồng phục nam có sao đâu
1698,@DewNani Alice✨ dễ thương🥰
1699,quá chuẩn luôn
1700,@su kem ???
1701,"tui cũng lun khao khát sống thật với giới tính của mình
nhưng chx đủ can đảm"
1702,Nay My lạ lạ vậy ta
1703,CỐ LÊN TÔI ỦNG HỘ BẠN🌚🌚🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈
1704,xin lỗi?
1705,Bisexual chê
1706,khổ thân
1707,@ndan2k5 may wá cô mik mãi đỉnh ko kì thị ngược lại còn thw nữa 🥰
1708,tui come out thất bại rồi
1709,người nào cũng là người hãy yêu thương và chấp nhận họ đâu ai chọn dc số phận
1710,Cô có mindset và nhiều kiến thức hay quá luôn ạ
1711,U là trời😂
1712,😅😅😅 tôi đang xem cái gì vậy trời
1713,tại mâyd cái clip trên mạng nó làm nố quá đến mình xem xong còn kì thị luôn chứ nói j người lớn
1714,rảnh ghê v tussss
1715,"K phải mình kì thị nhưng nhìu b làm lố lăng minh toàn lướt, như b dễ thuobg nè"
1716,tuyển cn nữ dễ lợi dụng nói thảng cho mấy ông nhân sự mấy ông quản lí cty
1717,tôi nhớ
1718,@dattruongthon cố lên
1719,đẹp ma hay nhỉ....
1720,Khóc nè bé @riorio0110
1721,đồ gì đâu ko
1722,nếu họ đã ích kỉ k chấp nhận giới tính thì toy nghĩ họ cũng nên ích kỉ mà giữ mấy câu kì thị đó trong lòng đi😁😁
1723,nhìn sợ sợ
1724,"Em không cần nữ quyền, không cần bình đẳng giới độc hại em muốn được dựa dẫm vào người đàn ông của mình"
1725,cảm ơn anh nhiều nhiều 🥰🥰
1726,Có ai như tui ko. Đợi coi ck bã 😂
1727,"e cứ tự nhiên theo sở thích của mình mặc kệ đi miệng đời mà em , họ khẩu nghiệp thì họ mang nghiệp sau này làm ma câm😅😅😅"
1728,"phận làm trai mười hai bến nước, khổ quá màaa🥺🥺"
1729,t xem qua màn hình tn mà t còn rớt nước mắt huống j ở tại đó
1730,
1731,Bb t thì cx có 1 vài đứa bt nhưng nó ko kì thị
1732,mấy khứa hay đeo mặt nạ nó hay z á
1733,"cty tôi chừ trên vp,còn bên sản xuất có đúg 2 đứa QC,🤣🤣 còn bộ phận kỹ thuật của tôi QC ko có cửa😅😅"
1734,trời
1735,come out là j v
1736,tui là nữ mà thấy ông nói đúng đấy😂😂😂
1737,"A Phương diễn mấy vai bêđê hợp vcl :))',"
1738,nga bento hat
1739,Hai bạn đáng yêu quá 🥰
1740,Thoi kiếm rồng 🐉 con
1741,Hình như thế giới cần phát triển tốt hơn nhân bản vô tính.
1742,tại sao t lại luôn thấy những người trong cộng đồng LGBT luôn lấy 1 một cái lý do gì đó ra để làm mình cảm thấy bị tổn thương v?
1743,đỉnh quá a ơiiiiiiiiiiiiii @ikun ng
1744,Nói chuyện bình thường ko dc à :)))
1745,@nami1515 anh này đtrai ko chị
1746,Tôi cô độc đến mức muốn tự kỉ
