,Unnamed: 0,Nội dung
1916,1916,đây là lòng tự tôn dân tộc Việt Nam lòng yêu nước chứ ko phải cay nhá
1917,1917,"Đọc cmt mà t mệt, haiz, đúng là bọn cali con không có nước"
1918,1918,namky
1919,1919,Cmt bị gì zậy?? =)))
1920,1920,top những đứa đúp lớp 1 top 1:những đứa chat parky
1921,1921,"ba mẹ cho tiền ăn học muốn con lớn sống có trách nhiệm và đạo đức, con ở trên mạng cứ parky với cali=)) ba mẹ tự hào lắm."
1922,1922,
1923,1923,vãi cả phân biệt vung mien
1924,1924,"1:Yêu Tổ quốc,yêu đồng bào
2:Học tập tốt,lao động tốt
3:Lao động tốt,kỉ luật tốt
4:Giữ gìn vệ sinh thật tốt
5:Khiêm tốn,thật thà,dũng cảm
Nhớ đấy nhé!"
1925,1925,chịu chúng mày r t ng miền nam mà t thấy chúg m cmt parky thì chịu r
1926,1926,sao chúng ta ko nói Miền Nam hoặc Miền Bắc nhỉ^^ mà cứ kêu tên này tên kia kỳ cục z^^
1927,1927,cho hỏi là tụi nói parky là bị cận huyết đúng ko mn=)
1928,1928,parky là j
1929,1929,lý do họ gọi parky là gì tại sao ??
1930,1930,Toàn mấy bọn mõm trên mạng ấy mà chứ cho bắc trung nam gặp bên ngoài thì lại chẳng ae trên chiếc xe tăng ngay=)))
1931,1931,toàn bọn phản động thế này
1932,1932,"parky là ai , k bt từ đầu tới h"
1933,1933,cmt ??
1934,1934,"tụi bây chỉ biết việc phân biệt đồng bào không có người miền Bắc thì sao mà miền Nam tự do được
Tuy tôi là người miền Nam nhưng tôi vẫn tôn trọng những người đã cho miền Nam tôi được tự do"
1935,1935,thứ vô học tụi bây
1936,1936,đọc cmt mà t bất lực:))
1937,1937,đọc bl thấy mà xót... liệu bọn bây có hiểu cảm giác bị kì thị ko?
1938,1938,Thề tao ở namki mà tao tức ghê á toàn kid
1939,1939,mấy bonn parky toàn là kid
1940,1940,namki cayyyyy
1941,1941,đọc cmt mà hãi=))
1942,1942,Parky là j?:)
1943,1943,mấy đứa nào cmt parky chắc mocoi 
1944,1944,Namky
1945,1945,mấy bọn nói parky nma tổ tiên nó là ng Bắc mà
1946,1946,parky là gì vậy
1947,1947,anh em nghe parky cay làm gì chúng nó không hiểu tiếng việt đâu mà
1948,1948,giới trẻ đang sống với môi trường phản động
1949,1949,không thể nào thuyết phục 
1950,1950,Toàn mấy đứa nít ranh vào pk pk.sợ thật.coi như đi học bỏ sông bỏ biển!!
1951,1951,Bác Hồ đi tìm đường Cứu Nước bây giờ mấy người này lại phân biệt vùng miền 
1952,1952,cmt đa số toàn bọn vô học
1953,1953,"Ít người tiếp thu được ý nghĩa vd này
Mà biến nó thành ngòi nổ khác"
1954,1954,Ko hiểu nổi mấy người cứ nói parky? Lí do j v
1955,1955,parky cx là namky thôi:)) cùng nước cả mà cắn nhau loạn lên
1956,1956,mấy bọn cmt nói parky mạnh miệng lắm gặp ngoài đời coi sủa đc bao lâu
1957,1957,haha bọn phản động cận huyết
1958,1958,“Bắc ki bọn bố mày toàn làm sếp chúng mày thôi”
1959,1959,"mọi người, ai yêu nước thì đừng quan tâm bọn PBVM cho chúng nó chán r nó sẽ ko comment nữa"
1960,1960,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương "
1961,1961,Cái bọn nói câu parky chỉ dám nói trên mxh th chứ ra ngoài đường dễ j dám noi=)
1962,1962,Tụi tư duy lệch lạc nói thì cãi ko đc toàn ghi parky cay r ghi nhiều cái t chã thèm nói
1963,1963,"cmt bị sao thế nhỉ? cứ pbvm mà lấn tới, ở bắc cũng có người this người that mà"
1964,1964,hazzzzzzz
1965,1965,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
1966,1966,Đưa tao 5 tỷ thùng xốp
1967,1967,@Ng đẹp lạ lùng may ghê mình có học
1968,1968,
1969,1969,1 ai đó để avt Bác nhưng vẫn cmt PK?
1970,1970,Lướt cmt chịu luôn
1971,1971,"uii, sao nay có nhiều batman v taa"
1972,1972,
1973,1973,đọc comment mà buồn á
1974,1974,bame của mấy thg nói parky chắc tự hào lắm tự hào vì lúc đó quên mang bao.
1975,1975,"Miền Nam là Miền Nam, Miền Bắc là Miền Bắc Không có parky cũng ko có cali gì ở đây cả ..."
1976,1976,Chịu mn sống yên bình ko đc à phân biệt vùng miện đc cái ích lợi j đâu
1977,1977,namki
1978,1978,miền Bắc có dì mà tụi mày kì thị thế nhỉ?
1979,1979,"mấy em cmy parky toàn mấy nhok cấp 2 cấp 1 , để avt alimu , khéo cno đang ở đất bắc mà kbt"
1980,1980,parky cay nên lý luận 
1981,1981,hình như toàn acc clone th nhỉ
1982,1982,cho tao hỏi thật nha parky Là j vậy
1983,1983,pảky culi
1984,1984,parky con
1985,1985,mấy ac cmt parky thử ra đường nói r quay lại vid e xem với :))
1986,1986,
1987,1987,cali cay 
1988,1988,"Bọn la làng parky lao hết vào đây,người Miền Nam không thể để người Miền Bắc chịu thiệt"
1989,1989,thật đáng buồn
1990,1990,Mấy đứa cmt parky là vô học nhá
1991,1991,tụi nó cmt để đc chú ý th:)) cứ kệ cno là đc
1992,1992,thằng / con chó thôi chứ đừng con lợn 
1993,1993,khong co parky k biet tui may con song khong:)?
1994,1994,mấy bọn pbvm toàn là mấy thk ko có học
1995,1995,Anh cj giới trẻ giờ hết cứu thật Bác Hồ tìm đường cứu nước cho mới sống sung sướng đc như giờ mà giờ lại lấy tên giặc nói đồng bào
1996,1996,Hỏi ngu parky là gì:))
1997,1997,ước j ba của namki ko đeo bao 
1998,1998,ngta yêu tổ quốc thì sẽ ko nói j còn mấy bọn mà cứ parky vs Cali là bọn phản nước
1999,1999,"""Tư duy lệch lạc"" "
2000,2000,chúng nó là bọn phản nc
2001,2001,mấy thk mà suốt này pbvm ấy
2002,2002,"cmt cứ parky,.. sao ấy nhỉ sống yên ko muốn hay đói tim à "
2003,2003,Đung noi nua
2004,2004,namkiki cayyyyy
2005,2005,paky óc quá
2006,2006,"mấy đứa đấy muốn cho nhiều view cho ngta vào chửi thì chn càng thích, cmt gì thì kệ, đừng qtâm"
2007,2007,namkiki
2008,2008,parky là gì vậy ai trả lời giúp mình đi mn
2009,2009,dì vậy ?
2010,2010,":""parky"""
2011,2011,lúc nào cũng parky tụi bây có phải người việc không
2012,2012,party
2013,2013,"mấy đứa nói ""parky, namkiki,..."" cay+khóc r"
2014,2014,comment l
2015,2015,tự nhiên nhói vaiz ^^.....
2016,2016,Parky đg cay à
2017,2017,Nghe ông này chửi vui tai thế
2018,2018,parky cali namki là gì v
2019,2019,"@người qua đường:Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
2020,2020,"parky , Namkiki , Cali là gì v ạ em tối cổ:')"
2021,2021,t kệ cho yên lành
2022,2022,"Tớ xin mọi người đấy,dừng lại ngay hành động đấy đi ạ"
2023,2023,Bình luận toàn Naruto với Batman
2024,2024,Cali cay à
2025,2025,bl toàn bọn ngáo chó 
2026,2026,Cmt toàn mấy bọn phan dong v..?
2027,2027,toàn npc 
2028,2028,"""Parky"" là tiếng sure của con Na nhà t, chắc bọn nó cũng đồng loại nên vậy"
2029,2029,cmt...?
2030,2030,namki
2031,2031,J mà toàn parky ???? Cs j đâu cx là ng mà tr ???
2032,2032,cali
2033,2033,bản thân t chưa k dc học lớp 8 mà t còn biết bắc giải phóng miền nam nữa:))))
2034,2034,ai hỏi mà cm namkiki?
2035,2035,Chịu cmt=)))))
2036,2036,"h bọn nó kêu thế thì bọn nó cx ko sợ đâu , do đâu ai bt danh tính bọn nó nên nó cứ nói thôi ;-;"
2037,2037,đọc cmt mà nản
2038,2038,Parky đang cay:))
2039,2039,bọn trẻ thời nay 
2040,2040,là ng nam nhưng mình rất thất vọng xã hội bây h
2041,2041,tưởng ngàu
2042,2042,Mn nói mấy từ đó để làm gì? Ngầu lắm hay sao
2043,2043,nhìn bl mà... 
2044,2044,người trong 1 nước ai lại phân biệt vùng miền chán!
2045,2045,bọn trẻ con biết gì đâu mà
2046,2046,tự hào là người parky chứ không phải bọn cali bán nước
2047,2047,Nam Bắc Trung 1 nhà
2048,2048,ở dưới toàn animal lên tiếng 
2049,2049,"kid:parky,...."
2050,2050,
2051,2051,xời chán nhể tôi sinh trong nam mẹ tôi sinh ở trung bà tôi sinh ở bắc 
2052,2052,nguoi co hoc thuc thi chap nhat gi bon phan dong vo hoc?
2053,2053,t parky này chửi đi 
2054,2054,"PARKY
PHÓNG KHOÁNG
AN NHÀN
RỰC Rỡ
KHÔN Ngoan
YÊU TỔ Quốc"
2055,2055,anh đọc sách đẹp trai nhỉ 
2056,2056,kêu culi tam quan lệch lạc là dãy đành đạch liền 
2057,2057,"năm điều bác hồ dạy
1
2
3
4
5"
2058,2058,mn đã quên hết điều bác Hồ dạy rồi à
2059,2059,lẽ ra k nên vào bl thì t k thất vọng như này:)...
2060,2060,tư duy parky 
2061,2061,thách mấy đứa nói parky trong này ra ngoài đường nói thế đấy ( nói to nha mấy bạn ) (◍•ᴗ•◍)
2062,2062,"là sao v ạ,ai githich hộ vs"
2063,2063,Cmt toàn cali cay ào vô tap sợ wa:))
2064,2064,lịch sử để làm j?
2065,2065,party
2066,2066,cùng là con người mà?
2067,2067,Biết thế năm 1975 đã không hi sinh nghìn người rồi 
2068,2068,mãi mãi là anh em một nhà trừ mấy thg phản động
2069,2069,toàn cali trong này=))
2070,2070,parky ăn cá rô cây
2071,2071,Bác Hồ tìm đg thống nhất đất nc giờ lại cứ parky parky
2072,2072,kuli ko
2073,2073,thấy đau í tuy là người miền nam
2074,2074,
2075,2075,cho ăn cho học vô comment parky...
2076,2076,Cộng đồng h nát quá
2077,2077,có lẽ cờ  sắp trở lại thành cờ cosmauf xanh bên dưới rồi
2078,2078,nói cmt mồ côi thì lại tự ái
2079,2079,5 điều Bác Hồ dạy? quên hết r à bọn mocoi?
2080,2080,mấy cái bọn mà hay comment parky nhờ vào bác í thì h chúng m mới comment đấy
2081,2081,cuối cùng cx có ng mà em thấy đồng tình nhưng mà nhìn bình luận mà chán...
2082,2082,cali con chuẩn bị cắn
2083,2083,t thách cno ra ngoài bắc ns vậy
2084,2084,không ngờ cmt lại như v...
2085,2085,Hasaki nè
2086,2086,"PARKY
phóng khoáng
an nhàn
rực rỡ
khỏe mạnh
yêu Nước"
2087,2087,uow nhiều xiao xiao hay spam
2088,2088,":Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương 
"
2089,2089,mấy đứa nhắn parky để bú 99+
2090,2090,thất bại của bộ giáo dục việt nam 
2091,2091,comment toàn xiao
2092,2092,Hãy khóc đi Paảk
2093,2093,"Bác Hồ: Đồng bào nghe tôi nói có rõ không.
Con dân thời nay: Namkiki Parky??"
2094,2094,"haha ông bà ngày xưa chung tây giúp nước đc độc lập
1 phần giới trẻ bây h phân biệt vùng miền chia rẽ tình đoàn kết :)"
2095,2095,tốn tiền bame
2096,2096,parky caydodai
2097,2097,namkyy ê ê
2098,2098,mà cali = parky à
2099,2099,Parky sắp khóc
2100,2100,toàn thấy bọn cali kh có nước h quay ra chia rẽ bắc nam à
2101,2101,chịu
2102,2102,ko hỉu ai giải thích đk :))?
2103,2103,cho mình hỏi cali là gì vậy ạ
2104,2104,"bình luận.... Parky cay, Parky parky,...
cảm ơn video này giúp em❤"
2105,2105,chán bác đã lấy laii độc lập dân tộc còn mấy bọn bình luận parki như pbct vậy-(
2106,2106,Parky là j v mọi ngừi ?
2107,2107,thật sự thì t tự hào vì t là người Miền Bắc
2108,2108,"Mục Đích Của Bọn Nó Là Làm Mình Cay Mà
Thôi Kệ Đi Tốn Nước Bọt Bọn Nó Th"
2109,2109,sao bl toàn parky ko v
2110,2110,tnhien parky y mấy đồ k có giáo dục
2111,2111,@tla Phuonqz  cmt
2112,2112,parky parky
2113,2113,"Bác Hồ dành cả cuộc đời để hi sinh lấy độc lập tự do cho đất nước, thời nay đem ra so sánh?"
2114,2114,mấy bố xem vd mà vẫn kh thông dc đúng là giời dạy
2115,2115,"pbvm là j?
là 1 thứ j đó ko cần quan tâm "
2116,2116,Bình luận đọc chán quá 
2117,2117,trungki chào parky và namki
2118,2118,từ khi nào mà cái trend spam parky trên mxh VN đầy ra v? vụ j ms xảy ra đấy?
2119,2119,bọn trong comment bị tẩy não hết r
2120,2120,do thg vũ 21 chứ ai parky
2121,2121,mxh giờ thật đáng sợ 
2122,2122,parky khóc
2123,2123,hết cứu PBVM
2124,2124,namky chào parky:D
2125,2125,"trên mạng : parky, namky, trungky
Ngoài đời mà nói thì : anh ơi tha em, em biết lỗi rồi"
2126,2126,"ủa tuoi thấy miền Bắc bth mà, chỉ là có 1 số nguời cổ hủ tí th mà sao gom cả bó thế"
2127,2127,parky là sao t tối cổ quá=)
2128,2128,namky hợp tác vs Cali t nhốt đầy chuồng kìa
2129,2129,nào cmt parky t tim hết
2130,2130,Mạng xã hội loạn thế
2131,2131,h vẫn chưa bt parky là j
2132,2132,packy hoài
2133,2133,trong đây toàn lũ cận huyết 
2134,2134, khóc tht
2135,2135,bh mới nhổ dc hết cỏ nc nam 
2136,2136,:gia đình nén đau thương
2137,2137,gia đình nén đau thương
2138,2138,Hết cứu cmt rồi
2139,2139,"tik tard: pa ky pa ky
riu lif:"
2140,2140,"tư duy lệch lạc quá r ☺️bọn phản động 
NAM BẮC 1 NHÀ MÀ!
tại sao"
2141,2141,chịu ròi:)))
2142,2142,t là ng nam mà còn thấy mấy trò chửi parky còn mất dạy
2143,2143,cmt bị gì v?
2144,2144,trẻ em cận huyết 
2145,2145,thg nào cmt parrky qua long biên gặp t
2146,2146,tôi không biết do gì cơ mà cái ngữ parky parky chả chứng minh gì cho các cậu hết
2147,2147,@Jill đẹp zai @qanh chịu
2148,2148,sao cứ thích parky thế xem 10 cái vieo hết 8 cái có ng bình luận parky rồi 
2149,2149,toàn bọn cali phân bón:))
2150,2150,anh áo trắng nói hay quá
2151,2151,"Tại s...Chúng ta là người một nhà mà.Cần j phải chửi rủa rồi tự cắn nhau, cùng là người một nhà, nên đoàn kết, tiến lên phía trước chứ..."
2152,2152,"5 điều Bác Hồ dạy
Nhớ kĩ là Điều 1 yêu tổ quốc yêu đồng bào"
2153,2153,Hết cứu
2154,2154,Phải chi mấy đứa cmt parky hồi đó bme nó sản xuất ra chno mà đeo bao
2155,2155,phân biệt vùng miền có j vui z
2156,2156,:)) từ khi nào mà mạng xã hội đã trở thành thế này
2157,2157,cho hỏi ngu xíu sao mn lại coment parky vậy ạ có chuyện j ak
2158,2158,"tôi yêu cầu công lý
bn tôi đã rơi vào trạng thái trầm cảm vì mấy cái câu parky của lũ chúng m có học ko?"
2159,2159,xin chia buồn với gia đình cali ( mấy bọn cali như xiao xiao )
2160,2160,"ở đây ko có parky,namkiki gì cả
Bắc Trung Nam là anh em 1 nhà"
2161,2161,Có thể đôi khi gặp một số thành phần bên Bắc khó chịu thật . Nhưng đừng vì một cá thể mà đánh giá cả bầy
2162,2162,nhìn bình luận mà chán
2163,2163,parky nè
2164,2164,tui miền nam mà ko bao giờ nói từ parky
2165,2165,
2166,2166,"Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương "
2167,2167,bl toàn lũ cali
2168,2168,thất vọng cái cmt 
2169,2169,parky là gi ? tại sao lại gọi parky ? parky có phải trend không ?
2170,2170,lần đầu tôi nghe cho t mượn cái xs
2171,2171,xin chia buồn cùng bạn
2172,2172,đa phần mấy thằng nói parky toàn 2k14 2k13 
2173,2173,parky với namky như chubin
2174,2174,parky Hasaki Nè
2175,2175,"Bắc, Trung, Nam là anh em chung một nhà nên đừng pbvm nữa."
2176,2176,Parky 
2177,2177,bữa chơi valorant t nói bắn kì z cái chửi t namki lúc đầu t ko đụng chạm j tới miền nó luôn=))
2178,2178,Cali 
2179,2179,
2180,2180,Nói đến thế còn cố mà Spam 
2181,2181,
2182,2182,Còn em là namki chào anh nha:^
2183,2183,Bọn trong cmt có cắn ko
2184,2184,ở nam tụi pbvm còn nói tao  ở nam luôn á bây  tụi pbvm nói ở nam hay bắc luôn ròiiii tội cha mẹ tụi nói thặc  biết vậy kêu cha mẹ nín đẻ rùi  chắc k nín kịp á bây _xDE14_
2185,2185,"ba mẹ nuôi ăn học con ở ngoài parky,parky cay hết cứu"
2186,2186,"trên mạng: parky
ngoài đời:"
2187,2187,tao nghĩ bạn comment là parky chưa chắc đã bt là j mấy thằng miền bắc còn nói được chữ parky thì chịu r
2188,2188,"Parky ko ăn ớt nên ko cay, Parky không có chuyện nào để khóc cả"
2189,2189,toàn bọn tâm lí bị j ko
2190,2190,parky ? Đều là đồng bào cả mà tại sao chúng ta lại đấu đá nhau ?(toxic thoải mái):))
2191,2191,I am a coconut
2192,2192,@@@ tap cmt đi vân
2193,2193,parky đạo lý
2194,2194,namkiki chào
2195,2195,cú nhỉ=))
2196,2196,Việt Nam giờ? t bắt đầu ghét Người Việt Nam trừ những người không nói parky
2197,2197,ý là đâu ra cái parky đấy thế ko hiểu
2198,2198,Comment bị j v?
2199,2199,
2200,2200,Xem video thì vui đấy…nhưng nhìn bình luận xem…còn vui được nữa không ?
2201,2201,khi mik là parky 
2202,2202,parky ❤
2203,2203,kh hiểu s h mạng xã hội phân biệt vùng miền đến vậy luôn
2204,2204,"haha ,yêu nước online parky"
2205,2205,"KHÔNG PARKY KHÔNG NAMKI CŨNG KHÔNG TRUNGKI , CHÚNG TA LÀ ANH EM MỘT NHÀ ĐỪNG PHÂN BIỆT VÙNG MIỀN!!!!"
2206,2206,sao nhiều cmt phản động thế nhỉ
2207,2207,"parky là j vậy:"")))"
2208,2208,mấy th bắc chửi lên mới loạn lên
2209,2209,Facebook:
2210,2210,đọc cmt mà nghẹn..
2211,2211,culi bán nuớc là s ạ
2212,2212,Nước Nam mà Bác Hồ tự hào đây sao?
2213,2213,đọc cmt mà sốc ×1000000000
2214,2214,Cmt toàn bọn kh có bố mẹ
2215,2215,haizz kệ đi mọi thứ đã thống nhất r giờ bắc nam như nhau họ bị lệ lạc đó thôi 
2216,2216,miền bắc thì lms?
2217,2217,BÁC HỒ chắc 7 vọng bọn parky với cali lắm-/
2218,2218,: parky
2219,2219,Do thk vũ 21
2220,2220,MẤY NHÓC KÊU PARKY CÓ THUỘC 5 ĐIỀU BÁC HỒ DẠY ĐÂU
2221,2221,"kid, batman, naruto,mocoi:parky"
2222,2222,Mồ côi mà ko được ăn học
2223,2223,Khổ bọn đấy mồ côi có được ăn học đâu bị bọn diệm nhét cuwts vào đầu r gthich làm gì
2224,2224,Khổ bọn đấy mồ côi có được ăn học đâu bị bọn diệm nhét sittt vào đầu r gthich làm gì
2225,2225,dog:parky
2226,2226,"e nghĩ tiktok nên xóa những tài khoản ns các câu từ này , con riêng mình thì mình tố cáo"
2227,2227,toàn cali con‍
2228,2228,"tôi chx bao giờ chat chữ đó
đơn giản tôi bt nó là phân biệt vùng miền"
2229,2229,
2230,2230,parky là gì vậy 
2231,2231,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
2232,2232,Parky kìa
2233,2233,"đa số mấy thk comment ""parky"" là hùa theo và chỉ để thêm lượt tương tác"
2234,2234,"Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương"
2235,2235,Miền Tây chào anh em miền Bắc nhé  ngoài đời anh em Bắc Nam chúng tôi vẫn vv bình thường thôi kkkk
2236,2236,
2237,2237, : parky 
2238,2238,"parku là jz, (hỏi tht)"
2239,2239,bố mấy tk cs ăn học mà cmt cứ parky toàn bọn cali.
2240,2240,thật tự hào khi mình là người Bắc
2241,2241,haizz
2242,2242,"t thấy nên kệ nó thì hơn, đã là tư duy lệch lạc rồi nói nó mãi vẫn không hiểu đâu"
2243,2243,"sao cứ phải parky culi thế nhỉ,dân tộc Vn là anh em chung dòng máu cơ mà,ngay cả đồng bào cũng kì thị nhau như thế thì người nước khác sẽ ntn về Vn?"
2244,2244,"VN là 1 nước ko có văn minh, tôi nói đúng chứ ko sai"
2245,2245,Thương người Bắc 
2246,2246,toàn batman tik tok
2247,2247,hasaki nè
2248,2248,"mấy đứa nói parky toàn kid thôi kệ nó
và em là người miền nam, đứa nào vào nói xem"
2249,2249,"mấy đứa hay ""Parky"" về uống thuốc đi, đừng chạy đi cắn người nữa"
2250,2250,thề bọn nó spaw kinh quá chán thật
2251,2251,cuối cùng cx có ng cùng suy nghĩ :))) t thấy càng phản ứng lại thì càng bị dắt đi xa hơn đúng mục đích của cno rồi. biết là khó chịu nhma hãy tỉnh táo
2252,2252,"Parky con ko biết sao lại bị pbvm, tôi là đâu đây là ai "
2253,2253,vào cmt thấy thất vọng.
2254,2254,cmt toàn loại mồ côi 
2255,2255,@once upon a time 
2256,2256,đọc cmt chán..
2257,2257,Hazzz ko hiểu sao lại lỡ nói vậy nhỉ ngày xưa đồng lòng bao nhiêu ngày nay thì… Ng miền Bắc như mik đây cũng ko bt nguyên nhân từ đâu ra mà vậy ☺
2258,2258,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
2259,2259,cũng một nước mà làm vậy bó tay
2260,2260,Parky 
2261,2261,
2262,2262,sao có culi nữa :)))))
2263,2263,Nói ngoài đời nào
2264,2264,cũng chỉ là bọn thất bại lên chỉ để có người để ý thôi tại bình thường có ai quang tâm đến nó đâu
2265,2265,ngồi cào phím với nhau‍♀️
2266,2266,
2267,2267,"mấy đứa bình luận ""Park,Cali,Namki"" toàn là mấy đứa thiếu học "
2268,2268,Bắc Nam Một Nhà..
2269,2269,3 que
2270,2270,toàn cali
2271,2271,"Cứ để ý nhx vid có người miền nam hoặc liên quan đến miền nam là k có cái namkiki hay cái khỉ lợn j hết, mà cứ hễ có vid liên quan đến miền bắc là bọn phản nước lại sủa "
2272,2272,cmt hết cứu r bọn trong cmt đều là phản quốc ko ăn ko học 
2273,2273,parky là gì
2274,2274,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
Ko nên phân bt vùng miền"
2275,2275,@︎ ︎ ︎ đọc cmt
2276,2276,nói đến thế vẫn spam đc thì chịu r
2277,2277,"Tôi tự hào khi là người dân Parky
Và cũng tự hào là con dân Việt Nam "
2278,2278,"tự hào về parki
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương "
2279,2279,Từ khi nào mà nước ta lại trở nên độc hại như vậy ?? 
2280,2280,t thấy đan nam tốt hơn dân bắc mà
2281,2281,Nói chung gặp cali thì block cho nhanh
2282,2282,chấp làm gì ‍
2283,2283,chửi ngta mà đi nói cali là sao vậy anh trai?
2284,2284,namkiki
2285,2285,Parky?cùng là một nước sao không biết yêu thương nhau?không thuộc 5 điều bác hồ dạy sao?
2286,2286,parky chào ae
2287,2287,Lắm cali quá đã kh có nước ăn nhờ ở đậu mà kh bt điều
2288,2288,video xứng đáng 
2289,2289,Bình luận bất ổn quá
2290,2290,Cmt khỏi cứưu
2291,2291,đọc bl bị sock
2292,2292,=]
2293,2293,t đố th nào dám nói parky giữa lòng hn đấy =)))
2294,2294,parky bili 
2295,2295,Bắc Trung Nam một nhà mà sao mng cứ phân biệt vùng miền v
2296,2296,Toàn parky online 
2297,2297,từ đó parky con tuyệt chủng
2298,2298,Chấp j mấy tk kid
2299,2299,@亗áｎｈʕ•ᴥ•ʔｄaｙ:)ッ đọc cmt di m
2300,2300,"NAM BẮC LÀ 1
ĐỪNG PHÂN BIỆT VÙNG MIỀN NỮA!!!"
2301,2301,t thấy bọn mày chử chửi namkiki nam thì cứ chửi parky giờ ai chả là cali ko ai tỉnh táo 
2302,2302,"Bác Hồ thì hi sinh cho đất nước , coi Bắc Trung Nam là anh em còn nhiều đứa chưa làm được cái gì hở mồm cứ :”parky , cali,..”"
2303,2303,Thì thành parky r đó 
2304,2304,"mấy thk cali con hèn dùng acc phụ vào đây, bố cân tất;))"
2305,2305,Em chả chấp bọn nó làm j tốn thgian lắm
2306,2306,Parky là cái j ?
2307,2307,Trung bình cộng đồng mạng VN
2308,2308,nhièu cali trong cmt thế nhỉ=)
2309,2309,cho mình hỏi..parky là j ạ.
2310,2310,Cali chứ ko phải culi nhá tội fan barca
2311,2311,Đúng là bọn không thuộc 5 điều bác hồ dậy 1 yêu tổ quốc yêu đồng nào 2 học tập tốt lao động tốt 3 đoàn kết tốt kỉ luật tốt 4 giữ gìn vệ sinh thật tốt 5 khiêm tốn thật thà dũng cảm
2312,2312,
2313,2313,"BÁC HỒ dạy 1 đường bọn nó làm 1 nẻo
Bọn Culi vô học"
2314,2314,Sao giống ông này @Thuận Daily
2315,2315,
2316,2316,Nhạc mini world
2317,2317,sao cứ phải chia phe chia phái chi vậy???
2318,2318,mik là người miền Nam mà cảm giác cũng chẳng thik những câu này
2319,2319,Kệ bọn ns t vẫn fan mèo Simmny
2320,2320,Cali đang cố chấp bao che
2321,2321,bắc trung nam cx là ng vn mà bây cứ sao á phân biệt j đc cái j cx cs lợi j cho đất nc đâu?
2322,2322,.. vào đọc cmt mà thấy chán hazz
2323,2323,5điều bác hồ dạy
2324,2324,5 điều Bác Hồ dạy?
2325,2325,để í bình luận toàn thấy anh hùng bàn phím ⌨
2326,2326,parky là sao??
2327,2327,thua 
2328,2328,5 điều bác hồ dạy mọi người quên rồi ư?
2329,2329,"chỉ tiếc là trò đùa này ko có điểm dừng hazz , miền Nam tui cũng thấy kì..."
2330,2330,Parky bọn tao sợ mấy thằng tộc anibaba tộc con mấy tk tộc ngọng tộc con
2331,2331,tao không ăn ớt
2332,2332,party
2333,2333,bái e 
2334,2334,"có ca, có li mà k có nước"
2335,2335,Cứ parky thế nc của chmay đâu hả cali 
2336,2336,càng chửi nó càng thích đấy
2337,2337, đọc cmt mà chán
2338,2338,cmt tòan mấy thg calicon
2339,2339,toàn bị packy phân biệt trc 
2340,2340,Tư duy bọn cali lạ nhị
2341,2341,sao cứ phân biệt vùng miền thế
2342,2342,party thui ae
2343,2343,Cmt☺️
2344,2344,"""NAM BẮC MỘT NHÀ"""
2345,2345,mình bắc nghe mà buồn
2346,2346,uk thì parky mà ko biết miền nào tiếp tế cho miền nam mùa covit nhờ 
2347,2347,"Trò tiêu khiển của các cháu nó quan tâm làm gì :))
Ôi cái hay cái tốt đâu"
2348,2348,parky là dì đừng nên nói như vậy chúng ta là một
2349,2349,cmt hetcuu
2350,2350,"Bt ngay sẽ có mấy đứa cmt:""Parky cay"".Mà"
2351,2351,Cứ nói đi VTV ko để im đâu
2352,2352,"1. yêu tổ quốc yêu đồng bào
2. học tập tốt lao động tốt
3. kỷ luật tốt đoàn kết tốt
4. giữ vệ sinh thật tốt
5 khiêm tốn thật thà dũng cảm"
2353,2353,coment☺️
2354,2354,Toàn vô học spam pbvm
2355,2355,"Tin ko thì tuỳ, những vd đính chính lại thường là những vd có nhiều comment đều là của những đứa bán nước"
2356,2356,Tôi tụ hào khi được làm Parky!
2357,2357,namki vào đây mà ăn parky
2358,2358,bt ngay là bl lại pk..
2359,2359,đọc cmt chắc não tôi tàn r
2360,2360,T muốn nghe từ packy dc phát ra từ mồm của bọn cali thẳng mặt
2361,2361,trong coment toàn mấy bn có lớn mà k cs khôn
2362,2362,Không ngờ baog tiktok có mấy bọn không học như thế
2363,2363,
2364,2364,"ko tui nghĩ cái này cũg đến từ môi trường nx chứ ko phải chỉ trên mạng đâu , tại do dưới quê mk toàn gọi miền Bắc là parky ( ykr)"
2365,2365,
