Unnamed: 0,Content,Label
5103,giới trẻ,0.0
5104,đọc bình luận cười_cười vị hùng nằm,0.0
5105,phân_biệt miền miền nam,0.0
5106,được bọn phân biết miền bắc trung nam,0.0
5107,giới trẻ thời quên lịch_sử chạy_đua ham,0.0
5108,pamky,1.0
5109,parky gì tôi tối cổ vậy,0.0
5110,bọn trẻ chx trải_đời chả kì_thị,0.0
5111,thay khởi_tố pháp_luật đi công_an clone biến_thành,0.0
5112,giặc đói giặc dốt,0.0
5113,bọn gốc lịch_sử 1,0.0
5114,nha parky,1.0
5115,parky namki mày địa_ngục không,0.0
5116,vậy mấy đứa cứng_đầu vô bình luận parky,0.0
5117,tiktok chức_năng lọc chat ta cấm mấy chữ phân biệt vùng miền được không,0.0
5118,lý_tưởng đạo_đức hồ_chí_minh cháu tiếp thể 1 người hoàn_chỉnh,0.0
5119,bình luận parky namky lờ đi chiến,0.0
5120,1 yêu tổ_quốc yêu đồng_bào,0.0
5121,nhạc,0.0
5122,s toàn mấy đứa bình luận parky tk tư vậy,0.0
5123,coi video bino chém tiếng nín liền,0.0
5124,nối vòng nam bắc 1 2 dòng máu nam bắc,0.0
5125,ok parky tao thằng parky đi giúp_đỡ hoàn_cảnh khăn chờ ta giúp cướp nghèo ok nha parky,0.0
5126,mấy nhóc chán mấy nhóc rồi suy giùm đi em,0.0
5127,đừng lo đời lầ tụi tắt điện mõm giỏi,0.0
5128,hồ hi_sinh đời đổi thất_vọng,0.0
5129,miền nam hùa trend par vô vid par bắc không rảnh tiếng,1.0
5130,tôi không thể không tim được,0.0
5131,chiến đứa trẻ,0.0
5132,nam bắc namki parki ghét,2.0
5133,giới trẻ dần suy lệch_lạc lịch_sử buồn,0.0
5134,vd đi,0.0
5135,parky namky hùng chiến_sỹ hi_sinh_thống đất trân_trọng diễn_tả ☺ ️,0.0
5136,parky,1.0
5137,đấy trẻ mầm_non tương_lai đất haiz,0.0
5138,quét hế bụi bẩn đất việt_nam bẩn = mấy thk said parky,0.0
5139,anh em hai miền nam bắc anh em vị lãnh_tụ vĩ_đại,0.0
5140,cát long không,0.0
5141,bình luận tưởng lạc c1 c2 ),0.0
5142,Việt Nam tụi phân biệt vùng miền bọn phân biệt vùng miền xứng gọi Việt Nam,0.0
5143,mấy nít,0.0
5144,đời hi_sinh tổ_quốc_thống ta gọi parky namkiki đau,0.0
5145,lỗi miền bắc,0.0
5146,nikey,0.0
5147,mấy thằng coment parky toàn mấy thằng phản_quốc,0.0
5148,hồ_chí_minh muôn việt_nam muôn,0.0
5149,không vui,0.0
5150,ok parky mãi,1.0
5151,video bọn phân biệt vùng miền xưa hành_trang ta giải_phóng miền nam bao su vũ_khí,0.0
5152,) phản_quốc,0.0
5153,khmer yêu đất việt_nam mong tôn_trọng đồng_bào dân ta ta 1,0.0
5154,nhạc gì bạn,0.0
5155,miền trung đọc coment đau bao phản_loạn chia_rẽ tình_yêu tình đoàn_kết,0.0
5156,bình luận cổng thông phủ,0.0
5157,tao cháu hồ dân việt_nam phân_chia,0.0
5158,miền nam đừng bình luận phân_biệt miền không đơ,0.0
5159,bọn mày kỳ_thị tiếp đi tau ranh_giới bình,0.0
5160,thằng bình luận parky đừng rep anh em với cảm_giác thèm 9 + đừng rep bình luận,0.0
5161,mấy cháu bình luận phân biệt vùng miền dám đăng vid tư,0.0
5162,cali kiki,1.0
5163,bọn phân biệt vùng miền toàn nít hùa không,0.0
5164,ước tao bình_luận không parky,0.0
5165,non_sông việt_nam trở tươi_đẹp … công học_tập,0.0
5166,54 calif ế nails rảnh,1.0
5167,hệ trẻ đi,0.0
5168,bình_luận party đống đứa dốt vô tap,1.0
5169,tưởng cali khát,1.0
5170,cno ghét parky parky cno hồi niếm đí tôi pháp mĩ ¿,1.0
5171,bố mấy đứa sủa parky hối_hận lắm không đeo bao = ),0.0
5172,ngoại miền nam nội miền bắc không,0.0
5173,phân biệt vùng miền rồi được gì,0.0
5174,5 hồ dậy,0.0
5175,miền trung xúc thay miền bắc,0.0
5176,dân_tộc việt_nam hoà_bình ta cố_gắng,2.0
5177,dog parky,0.0
5179,thằng chủ_nghĩa nguỵ vững lập_trường củ đi kì_thị xấu_hổ,0.0
5180,bắc trung nam anh em không phân_biệt miền,2.0
5181,bọn viết đừng bình luận viết mãi bọn chán thời_gian bọn đấy,0.0
5182,bọn parky được đừng gì,0.0
5183,mong phân_biệt miền ta việt_nam việt_nam đoàn_kết mãi yêu bắc trung nam,2.0
5184,lỗ tai tre ),0.0
5185,mạng xã_hội việt_nam nát,0.0
5186,tao giuaki,0.0
5187,gọi mấy tg parky anh em bắc tôi chấp,0.0
5188,5 kyky,1.0
5189,26 hà_nội chào anh em,0.0
5190,parky hoà nực_cười,1.0
5191,parky cá_rô không,1.0
5192,cố_tình bình luận lướt tranh_luận không hồi kết kẽ không lí_lẽ,0.0
5193,ước phân biệt vùng miền kết_thúc video,0.0
5194,hào Việt Nam,0.0
5195,parky sai gì bọn tôi phân_biệt miền,0.0
5196,nam bắc,2.0
5197,bắc_nam 1,2.0
5198,đứa trẻ cs 9 +,0.0
5199,hỡ tí ảnh dạy lũ cb tham_nhũng không dạy lũ cb quan_liêu không chả thằng ảnh,0.0
5200,tui mê folow suit giọng bắc nx,0.0
5201,tôi nam không s mấy người bình luận được vậy 1 đất phân biệt vùng miền 1 s cá_thể đi đánh_đồng tất,0.0
5202,đọc bình luận xúc tht,0.0
5203,đừng phân biệt vùng miền dừng trò_đùa được rồi,0.0
5204,đứa spam parky bá vô táp tao,0.0
5205,miền nam tụi mày phân_biệt miền toàn lũ cali bảo quan_chức miền nam,1.0
5206,chửi vui,0.0
5207,nể đứa mồ_côi đi phân biệt vùng miền,0.0
5208,chiến đứa trẻ,0.0
5209,đảng_cộng_sản_việt_nam quang_vinh muôn,0.0
5210,bắc trung nam 1,1.0
5211,việt_nam không phân_biệt miền dùm tôi tổ_tiên hùng chiến_sỹ hầu người miền bắc ns parky,0.0
5212,mấy bọn suốt đi cãi 2 đi ta bao sương máu được bây giờ chỗ cmay sinh,0.0
5213,mấy mấy video vui bình luậ chán,0.0
5214,xã_hội bây loạn,0.0
5215,ài_thành,0.0
5216,lăng kẻ chiến_thắng,0.0
5217,huy phạm lê,0.0
5218,không chửi thắm_thiết giận thương,0.0
5219,1 lực chia_rẽ tình_cảm 2 miền nam bắc,0.0
5220,kết cảm_ơn hồ ❤ ️ ( chiến_tranh bảo_vệ gia_đình không bảo_vệ bất ) xã hội rách_nát,0.0
5221,miền trung giọng hà_nội giọng nam ngôn 1 ❤ mãi yêu 3 miền tổ_quốc,2.0
5222,kid parky ( mấy cháu tưởng ngầu chấp gì mấy cháu anh em ),0.0
5224,rồi mạng kích mấy đấy gì mệt não,0.0
5225,phong_trào trẻ,0.0
5226,không đăng tiktok tảng trẩu không não không,0.0
5227,1945 xảy nạn đói khuyến_khích góp gạo nghèo nhịn 10 người,0.0
5228,tôn_trọng đi đường cứu dân ta hôm hôm,0.0
5229,đẻ mấy cm tốn cơm tốn gạo tốn công đấy,0.0
5230,cali khát nhề,1.0
5231,confused đọc bình luận xong ói máu,0.0
5232,mấy đứa học hi,0.0
5233,vô toàn batman,1.0
5234,bọn cali cay,1.0
5235,chiến nhủng thằng ranh,0.0
5236,video rep bình luận bọn nít mãi ngừng quan_tâm im,0.0
5237,mấy thằng caliky ducangky việt_nam chấp,1.0
5238,nam với bắc trái miền trung tôi mắc phân_chia chi vậy,0.0
5239,lũ trẻ_ranh người Việt Nam giờ xưa rồi người đi,0.0
5240,học đừng bao giờ phân biệt vùng miền không học mới vậy,0.0
5241,@ thik miền bắc miền nam cãi anh em ta 1 dân tốc đoàn_kết phân_biệt miền ❤ ️ hồ_chí_minh muôn,2.0
5242,chả,0.0
5243,tụi đứa vô hc,0.0
5244,không qtam người ta gì miền bắc 2 trận cầu_giấy chống pháp đánh mỹ giải_phóng miền nam hồ hy_sinh đời mik đất nc,0.0
5245,namkiki n nhẹn a hùng mày mẽ không đầu_hàng i in_ấn lịch_sử không khôn_ngoan i in vietnam there is no distinction betwen anyone,0.0
5246,buồn lắm,0.0
5247,parky,0.0
5248,thề 2 trở biết bắc trung nam 1 1 kh lẽ được giáo_dục bố_mẹ mấy,0.0
5249,hài_hước đi chấp_nhặt bọn đấy,0.0
5250,đời tụi được mạng đời dám lắm,0.0
5251,thần_linh vốn bình_đẳng cá không phân_biệt địa_vị thánh tổ đại việt,0.0
5252,xoá mấy bình luận phân biệt vùng miền đi,0.0
5253,cali 1 gì,1.0
5254,miền trung chào anh em,0.0
5255,haiz bây tik tok toàn parky nanky rồi trungky mấy,0.0
5256,❤ ️ ❤ ️ ❤ ️ ❤ ️,0.0
5257,mãi_mãi parky p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
5258,tôi không chiến_sĩ xưa hy_sinh thân giành độc_lập tổ_quốc cháu giờ địch,0.0
5259,nam parky namkycho lắm,0.0
5260,gạo miền bắc bọn tao cứu đói bố_mẹ mày đấy tổ_tiên đi,0.0
5261,nhiên gọi 1 người đàng_hoàng lịch parky không,0.0
5262,tôi bình luận kiểu vậy tôi report ),0.0
5263,lũ phân biệt vùng miền lũ thực_dân chiến chả việt miền nam,0.0
5264,gà mẹ hoài_đá,0.0
5265,parky cá_rô nhầm lựu_đạn chết mày đi lủ bắc kì,1.0
5266,miền trung hóng,0.0
5267,chán bọn hệ,0.0
5268,kẻ xấu mãi phản_quốc diệt_vong tha_hương gốc thời chiến_tranh mạng không,0.0
5269,namkyky,1.0
5270,tôi miền tây mấy đứa kia parky tôi tức giùm đấy 1 kì vậy,0.0
5271,thằng nhãi parky đời,0.0
5272,tây nội_địa nhan_nhản khắp,1.0
5273,coment parky đóng_góp 1 cốc đồng_bào cali xôi cố,1.0
5274,tôi miền nam tôi đau dùm bắc meoz,0.0
5275,tôi nam,0.0
5276,bữa đứa không tụi phát_triển,0.0
5277,bắc chào nam,0.0
5278,bắc_nam non_sông dải,2.0
5279,mấy đứa voi bình luận parky cá_rô cay parky giản hoà vậy vậy,0.0
5280,bắc yêu_quý toàn dân_tộc khắp miền tổ_quốc,0.0
5281,parky,1.0
5282,mấy lướt parky không hùng nam bắc chia buồn lắm,0.0
5283,nhạc ),0.0
5284,tổ_quốc xã_hội_chủ_nghĩa lý_tưởng hồ vĩ_đại sẵn_sàng,0.0
5285,bình luận toàn lũ cali,1.0
5286,ta dòng máu đứng đất đội trời cớ phân_biệt bắc trung nam,2.0
5287,Việt Nam toàn phân biệt vùng miền văn_minh tí ik,0.0
5288,trungky bạn,1.0
5289,thằng trẻ 206 đấy không,0.0
5290,lôi cũ,0.0
5291,tôi dân bắc bao phân_biệt miền mạng mấy ô miền nam vui,0.0
5292,mấy thằng bình luận parky tưởng,0.0
5293,cào phím p * tử_tế học đàng_hoàng tôn_trọng lẫn,0.0
5294,đừng quan_tâm lũ nhóc ta gì tui,0.0
5295,miền bắc chào tất miền trung miền nam,0.0
5296,tội_nghiệp đứa trẻ mẹ dạy_bảo miền đặc_biệt tổ_quốc,0.0
5297,bạn không cx sửa,0.0
5298,parky trân_trọng mãi yêu,1.0
5299,bọn trẻ thời …,0.0
5300,thằng miền tây chửi parky miền bắc chửi namki niền nam tôi chửi,0.0
5301,bắc_nam gà mẹ hoa cành nguyện biển thắm non xanh thương nuôi chí đấu_tranh bền,2.0
5302,parky p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
5303,tội_nghiệp mấy spam parky / namkiki mẹ mấy cận huyết mấy sinh_bình bao,0.0
5304,nam bắc phân_biệt miền,2.0
5305,parkt,1.0
5306,mấy thằng comt vô_học,0.0
5307,bắc vô nam,0.0
5308,mấy thằng phận biệt vậy gì hog đêm,0.0
5309,ngàn hình với bóng anh em hai miền gắn_kết yêu_thương phát_triển anh em 3 miền,2.0
5310,mong ad nhạc,0.0
5311,parky p phóng_khoáng a an_nhàn rồi rực_rỡ không khôn_ngoan y yêu_quý cảm_ơn bạn,0.0
5312,lười tiếng đám trẻ chí_choé um xùm mấy vô_nghĩa đấy,0.0
5313,chán cháu,0.0
5314,đa mấy thằng parky hiện miền bắc,0.0
5315,pịa cali ngậm_ngùi đi,1.0
5316,bắc_nam 1,2.0
5317,mấy đứa parky namkiki cali miền nam chấp chi,0.0
5318,parky,1.0
5319,ảnh đầu,0.0
5320,muộn vụ vtv cháu phường nộp phạt lắm,0.0
5321,mấy thằng cali đấy chấp đẻ chật đất,1.0
5322,lãnh_tụ vĩ_đại ❤ ️,0.0
5323,parky namky bắc_nam 1,2.0
5324,parky,1.0
5325,trò tôi vhir buồn_cười nỗ_lực tuyệt_vọng bọn vẹn vàng lưu_vong ),0.0
5326,toàn bọn phản_động chia_rẽ dân_tộc ta bất_thành,0.0
5327,lũ trẻ thời thất_vọng ( tệ_nạn chs xấu hi_sinh tổ_quốc ),0.0
5328,… hệ,0.0
5329,coi 1 việt_nam_thống bắc_nam chia_rẽ nội,0.0
5330,mấy thằng phân biệt vùng miền dám đường,0.0
5331,thất_vọng nít hiện …,0.0
5332,toàn trung_niên dạy bọn nít học bé gì,0.0
5333,tụi không hỉu gì cx vậy thằng,0.0
5334,ok namky,1.0
5335,mày 5 dạy không mày nghĩa yêu tổ_quốc yêu đồng_bào không,0.0
5336,toàn 1 phân_biệt đi phân_biệt,0.0
5337,miền bắc 1954 parky 1975 trở,0.0
5338,❤,0.0
5339,hoà mấy ní,0.0
5340,mấy thk bảo đất giai_đoạn phát_triển,0.0
5341,mời cháu bắc,0.0
5342,kid parky namky,0.0
5343,trào_lưu gọi mấy vậy đi nhưng mà hong nè,0.0
5344,bắc trung nam giặc ta sát_cánh mong bớt phân_biệt miền ta,0.0
5345,đm bây đùa ls gì đm cố cứu bây hả [ ns 1 nhột kệ ],0.0
5346,nam bắc dòng máu dân_tộc chia_rẽ ngôn_ngữ đừng chia_rẽ 2 miền,2.0
5347,miền bắc miền nam đừng,0.0
5348,bọn mồ_côi phân biệt vùng miền chán = },0.0
5349,giới trẻ thời,0.0
5350,đứa bất_lực_thể uất_ức mạng chửi sướng mỏ 1 dạng thoả_mãn thân,0.0
5351,gia kỳ nam bắc,2.0
5352,suy chủ video,0.0
5353,hồ dạy,2.0
5354,chào anh em,0.0
5355,thành vô_học bình luận video,0.0
5356,parky gì anh em,0.0
5357,miền xấu,0.0
5358,khéo_léo điệm vsof câu bn1n hai đê,0.0
5359,dăm nít vô_học trah luận gì mấy,0.0
5360,bữa 1 thằng đầu chửi pk tức cảm thất_vọng vô_học vô_ơn,0.0
5361,ngon đường đi anh em,0.0
5362,chửi chửi đứa đừng lôi miền chửi mấy đứa war backi mấy ô bình luận namky cno,0.0
5363,lý_tưởng hồ_chí_minh,0.0
5364,bắc_nam ơn vị hùng nằm,2.0
5365,mẹ gồng phú_quý tương_lai mai cháu chia_rẽ phá nát tình đoàn_kết dân_tộc,0.0
5366,giới trẻ vậy,0.0
5367,pảky,1.0
5368,hoà đi miền nam,0.0
5369,bắc miền trung chồng nam duyên phân,0.0
5370,tốn công giải_phóng cn xong giờ cn đối_sử,0.0
5371,khiếp = ) video mày parky cali,0.0
5373,cầm_đầu quyền bắc tôi chos mãn_nguyện đời,0.0
5374,anh em nam bắc trung 1 thằng phân_biệt thằng đấy cali,0.0
5375,mệt 1 bọn trẻ bây sợ hệ nối_tiếp,0.0
5376,đọc bình luận biết suy ),0.0
5377,không 2 nghĩa,0.0
5378,không,0.0
5379,bắc vô nam nối_liền ( tiếp đi miền nam ❤ ),0.0
5380,trưởng_thành dáng cháu đi,0.0
5381,gà mẹ hoài_đá,2.0
5382,đời hoà_bình củ đất,0.0
5383,bọn miền nam cay bọn tôi hả nhắc miết vậy không,0.0
5384,oce ke nam kiki,1.0
5385,parky,1.0
5386,ngữ chia_rẽ đất xuất_hiện hồ đi đường cứu 30 đấy,0.0
5387,party,1.0
5388,bọn tao parky không miền bắc giúp miền nam bay màu rồi,1.0
5389,việt_nam đừng phân biệt vùng miền miền nam,0.0
5390,mấy rảnh mạng xã hội mâu_thuẫn dân_tộc_học sách đạo_đức lớp 1,0.0
5391,đừng nhắc ní nx dần lãng_quên đào lmj,0.0
5392,hệ gì bây không biết đất bao_nhiêu đổ_máu,0.0
5393,ta 1 gia_đình,0.0
5394,bắc trung nam phân biệt vùng miền chẳng không,0.0
5395,thất_vọng giới trẻ hiện,0.0
5396,nma không mún phân biệt vùng miền thoi ),0.0
5397,miền anh em ta việt_nam,2.0
5398,đối coi bắc trung nam việt_nam hồ người dân_tộc,2.0
5399,thay phản_biện bọn phản_động phân_biệt miền bình luận việt_nam_thống yêu việt_nam việt_nam 1 anh em,0.0
5401,người miền nam không công giúp_đỡ pháp đô hộc miền nam,0.0
5402,mấy ac bình luận parky ac clone anh em toàn bọn chống_phá phản_động,0.0
5403,bọn trẻ bây giờ,0.0
5404,mĩ khát,1.0
5405,kid parky khóc kìa,0.0
5406,par kỷ gì vậy,0.0
5407,toàn bọn nguỵ cay,1.0
5408,5 kiki,1.0
5409,parky,0.0
5410,parky p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
5411,học bao,0.0
5412,ta cố_gắng bảo_vệ đất,0.0
5413,hễ miệng miền nam đổ_máu nghỉ hài,0.0
5414,parky tôi mày mỹ 7 sắc cầu_vồng nhục,0.0
5415,ta hoà đi bắc trung nam 1 gia đình đừng chia_rẽ dân_tộc,2.0
5416,lạy bọn đồng_bào thiệt đọc 1 hồ dạy đi,0.0
5417,không lm clip tiktok thức đi,0.0
5418,bọn bắc bọn im_ỉm đi rồi mãi thành chán,0.0
5419,mấy tk cali kh chửi sợ vã mồm,1.0
5420,chả trend lỏ pảky namky,1.0
5421,tụi Trung Quốc tiếng việt,0.0
5422,thất_vọng bình luận,0.0
5423,bữa tôi liên_quân thằng sv chat parki đầu trận trận,0.0
5424,lọt lỗ tai tụi chán,0.0
5425,cm thức chán dùm lun,0.0
5426,miền nam không phân_biệt miền được 5 hồ dạy không,0.0
5427,tủi 01 tìng ngại vãi,0.0
5428,phân_biệt miền gì,0.0
5429,kid parky mamky,0.0
5430,sai_lầm bọn đeo bao,0.0
5431,vua lê_chúa trịnh,0.0
5432,bọn phân_biệt lắm dám động bọn được mõm chửi không,0.0
5433,không cố mấy đứa đổi like đời dám gì,0.0
5434,haiz hồ rồi,0.0
5435,ôi xã hội bây tàn_nhẫn xã hội xưa niềm vui hào kính xã hội tàn_nhẫn ác_độc đ i ê n d i,0.0
5436,tiếp phản_động chia_rẽ dân_tộc ta cháu chiến_lược diễn_biến_hoà_bình đừng tiếp phản_động nhá,0.0
5437,chả gọi namky mấy gọi bọn cali phản_động,0.0
5438,game ns phân_biệt miền,0.0
5439,tồn cs lẽ đất ta không,0.0
5440,mặt việt_nam,0.0
5441,nha xưa hoảng nạn đồng chống giặt giờ thân lo không,0.0
5442,xưa câu p câu nít biết gì ️,0.0
5443,già dân_tộc việt_nam vua hùng công dựng cháu ta,0.0
5444,miền bắc miền nam đừng parky namky,0.0
5445,phân biệt vùng miền kệ tui ơn tất hùng ngã xg bv đất nc tui được cs hôm,0.0
5446,đứa không học_hành không được,0.0
5447,hào việt_nam phân_biệt miền thể ta đi,0.0
5448,mấy bọn coment parky 5 hồ dạy,0.0
5449,mấy thằng nam dám tụi đấy dân miền nam,0.0
5450,cháu namky hào bố_mẹ liêm chân giặc,0.0
5451,bình luận máy vd bọn mồ_côi parky namkiki tội tội bọn không gia_đình ( táp thoải_mái đi bọn phân biệt vùng miền ),0.0
5452,miền bắc cố_gắng quy động_lực nhân_dân giúp miền nam độc_lập tụi,0.0
5453,không bắc_nam ta,1.0
5454,parky cay,1.0
5455,anh em việt_nam,0.0
5456,lũ phân biệt vùng miền chia được 1 nam bắc,0.0
5457,cực_khổ 30 bôn tứ_xứ đường cứu_thống đất hệ tiếng cháu ngoan hồ bây,0.0
5458,đọc bình luận,0.0
5459,chán mấy bọn phân_biệt miền,0.0
5460,bao mày trưởng_thành,0.0
5461,phân_biệt miền dang chửi tổ_tiên og bắc di_cư vô nam lập_nghiệp,0.0
5462,tôi bọn trẻ hùa không biết nghĩa gì mấy đứa ranh miền bắc không biết cx parky tôi không gì,0.0
5463,cali het rồi,1.0
5464,bh đứa thẳng vô mặt quốc_nạn,0.0
5465,thời ta thời xưa không giúp bây được sinh hai đi nô_lệ parky tôi nam vậy cọc,0.0
5466,hiến_pháp 2013 dân_tộc bình_đẳng đoàn_kết tôn_trọng giúp phát_triển nghiêm_cấm hành_vi kỳ_thị chia_rẽ dân_tộc,0.0
5467,tâm tịnh chửi,0.0
5468,đời_đời ơn lỗi cháu đấy phá báo,1.0
5469,đừng bọn phản_động dắt_mũi cố_tình chia_rẽ kệ đi,0.0
5470,tuyên_truyền dân trung_quốc mao bơi 15 km / giờ nhồi_sọ lake 29 tiếng dân ngu,0.0
5471,đi cx miền nam toxic cháu hồ,0.0
5472,mấy đứa kid phân_biệt miền đất đấy miền bắc miền nam mãi_mãi vũ_khí chỉa,0.0
5473,mày,0.0
5474,toàn sài ac clone,0.0
5475,giải 1 ngang_bướng không,0.0
5476,lũ phản_động mo coi,0.0
5477,bắc trung nam anh em,2.0
5478,nam dieu bac ho day chẳng_lẽ quên,0.0
5479,toàn phản_động,0.0
5480,miệng việt_nam phân_biệt màu_da phân_biệt màu_da phân_biệt miền,1.0
5481,yêu tổ_quốc yêu đồng_bào,0.0
5482,già đầu suy y đám trẻ 3 miền 1 dòng máu mục_tiêu tưởng cậy,2.0
5483,riết lướt mấy vid phân biệt vùng miền không dám bình luận bình luận chán vãi = (,0.0
5484,miền bắc lào_cai chào tất anh em 3 miền,0.0
5485,tui thay_mặt tụi nít spam parky lỗi,0.0
5486,cuoc chien cua nhung dua tre,0.0
5487,lũ đừg qan tâm toàn lũ khát không ak,1.0
5488,vô bình_luận mấy thằng bắc mấy video miền tây tik tok tụi tao ghét,1.0
5489,gà mẹ hoài_đá,2.0
5490,ôi cận huyết buồn thay sinh trọn_vẹn ☹ ️,0.0
5491,vui đừng vui miền hãm tuỳ hình_ảnh bình luận tôn_trọng tí đi,0.0
5492,đùa chút vui riết lũ vô hc ( miền nam ),1.0
5493,p trẻ cali,1.0
5494,bắc cơm không bọn mẽo,0.0
5495,đại_diện anh em miền bắc đôi cháu không quen bọn,0.0
5496,bọn học 5 hồ dạy,0.0
5497,bắc trung nam tôi dô đuổi ngộ tưởng 1,0.0
5498,thiết vụ chìm nhắc rộ,0.0
5499,kêu parky chửi_bới bọn nhảy_dựng giải thichd,1.0
5500,tôi ghét mấy đứa spam phân biệt vùng miền ghét mấy đứa bảo không bắc không miền nam tôi huy_chương mvnah liệt_sĩ,0.0
5501,đừng hùa mặc_kệ tụi ngu chửi khôn hùa miền nam,0.0
5502,chả tư_tưởng mấy Việt Nam đấu_đá với sinh_sống được dạy_dỗ đất Việt Nam chả,0.0
5503,dòng máu việt cớ phân_biệt,2.0
5504,tao bắc tuỳ khăn thương thua kì_thị,0.0
5505,đừng phân_biệt bắc kì nam kì rồng cháu tiên đất não không đầu mọc tóc,2.0
5506,mấy thằng lãi nhãi lãi nhãi parky thức bọn trẻ bây kém,0.0
5507,miền nam bắc 1,2.0
5508,ta thể thông não bọn,0.0
5509,ta chế_độ thực_dân hậu quat nề như thế này,0.0
5510,ns rồi 1 thành xã_hội hùa phân biệt vùng miền mẹ thầy dạy,0.0
5511,trẻ lũ hùa vui thức chả,0.0
5512,đủng vy việt_nam 1 dân_tộc,0.0
5513,anh em Việt Nam đại_gia_đình đoàn_kết,2.0
5514,mệc mõi,0.0
5515,anh em bắc_nam chửi đất biến anh em đoàn_kết chửi mồm yêu_thương lắm,0.0
5516,hoà đi nha anh em,0.0
5517,on đi,0.0
5518,hi,0.0
5519,Việt Nam ta anh em được sinh bọc trứng mẹ âu biết tôn_trọng bảo_vệ bạn,2.0
5520,bọn trẻ đấy 7 8 mấy,0.0
5521,mấy thằng cháu,0.0
5522,namki an gi,1.0
5523,cali soạn_văn,1.0
5524,miền bắc thử tôi mấy đứa cali,1.0
5525,tư_tưởng phóng_khoáng,0.0
5526,mấy thành phân biệt vùng miền tui hem lắm bè tui 3 miền nè thân_thiết bth,0.0
5527,qarky tiếng khoc huhu,1.0
5528,1 vòng phố đi hn sinh,0.0
5529,bắc + trung + nam = việt_nam chta người cháu việt_nam,2.0
5530,parky chả namkiki 1 tỉnh trung hoa đại_lục cắn chi mệt,1.0
5531,đứa trẻ,0.0
5532,đợi chiến_tranh nam bắc đấu_tranh cạnh nằm ta 2 1,0.0
5533,tôi tưởng vnch dẹp rồi tàn_dư giờ,0.0
5534,bình_luận chữ parky nhấn báo_cáo đừng bình_luận tương_tác nick,0.0
5535,thằng tym lẹ bọn parky kia lũ phản phản_loạn,1.0
5536,xong ngu mấy bọn nguoi đéo thức trẻ thời,0.0
5537,ok namky,1.0
5538,trò_đùa tệ,0.0
5539,bọn nít không không mẹ,0.0
5540,toàn bọn phản_động,0.0
5541,chửi d thằng đụng đất đồng lắm mấy yên_tâm ),0.0
5542,người ta không kị miền trung với nam kị bắc,1.0
5543,chiến đứa trẻ,0.0
5544,respect,0.0
5545,gì phân_biệt,0.0
5546,s bọn tôi được giải_phóng trc mày,1.0
5547,bây phân_biệt miền,0.0
5548,đi nhịn 1 xíu đi,0.0
5549,phân biệt vùng miền đơn_giản háo thắng kẻ thất_bại 1 quốc_tịch thái_độ miệt_thị kẻ không quan_tâm,0.0
5550,video 0 suy việt_nam không nằm top 10 quốc_gia văn_hoá mạng kém giới,0.0
5551,nhắc không mấy nhắc mới viral nhắc tiếp,0.0
5552,1 đất bình_đẳng phân_biệt,0.0
5553,tik tok việt_nam toàn kid anh em lơ nhục thói,0.0
5554,chủ_yếu cháu nguỵ phản_động bình luận người dân hùa mục_đích mâu_thuẫn chia_rẽ đất,0.0
5555,chiến trẻ,0.0
5556,mấy đứa bình luận parky toàn cali khát,1.0
5557,bắc hồ hy_sinh miền bắc với trung namky gì,1.0
5558,bớt gáy tiktok đi thử facebook bình luận parky chả phường vội,0.0
5559,) bon trẻ chấp ),0.0
5560,parky mỏ hỗn chả ngán đứa đi chợ parky chửi lộn tui xe câu kinh_điển bố mày không đ mẹ mày,1.0
5561,sông gianh huyền_thoại cắt hai đàng đàng đàng,0.0
5562,sai_lầm bố_mẹ đẻ mấy đứa mõm parky namkiki,0.0
5563,miền bắc chào,0.0
5564,hệ liều hy_sinh bảo_vệ thành cháu phân_biệt miền chả thất_vọng,0.0
5565,anh em namkiki,1.0
5566,đ xuân cứu cán công_an tiền dân,0.0
5567,xấu_hổ bao_nhiêu công_sức ta dựng 1 đất việt_nam hùng_vĩ hệ giới trẻ thời dần phá,0.0
5568,1 yêu tổ_quốc yêu đồng_bào,0.0
5569,đường mồm park *,0.0
5570,anh em không tiktok trung mấy trò bth quan_tâm toàn ac clone,0.0
5571,uống trà sợ bọn nks trách dạy,0.0
5572,đứa parky namky tôi thùng xốp,0.0
5573,parky gì vậy tui không hỉu mày n bình_luận vậy,0.0
5574,việt_nam ta parky namky miền nam miền bắc,0.0
5575,đồng người park không,0.0
5576,miền tây_học mấy anh em miền bắc cảm giúp_đỡ phân_biệt,0.0
5577,chửi giúp đở thời covid,0.0
5578,cm quài vậy được 9 + lắm,0.0
5579,lạc_quan đừng chấp bọn trẻ_ranh,0.0
5580,vô_hạn tim vd ❤ ️ ❤ ️ ❤ ️,0.0
5581,đơn quan_tâm war vậy,0.0
5582,miền trung 2 miền cãi,0.0
5583,nam ghét mấy bắc lắm tối củng lôi nhậu khuya nghỉ sếp chửi cay (,0.0
5584,hào dân việt_nam,0.0
5585,tap,0.0
